Family,Genus,Species,DataID,SciName,Family_encode,Fam_Sample,Fam_Specie,Family_encodeYY
Sphingidae,Marumba,sperchius,sperchius_A58-20170830-086_TESRI_0.jpg,Marumba sperchius,84,642,398,10
Uraniidae,Epiplema,arcuata,V04-20130509-130_TESRI_0.jpg,Epiplema arcuata,92,70,27,13
Nymphalidae,Epiphile,lampethusa,1039183725_YPM_2604_1.jpg,Epiphile lampethusa,65,4037,1666,4
Gelechiidae,Dichomeris,trilobella,A35-20160111-212_TESRI_0.jpg,Dichomeris trilobella,36,421,369,20
Saturniidae,Calosaturnia,walterorum,1039068335_YPM_2287_1.jpg,Calosaturnia walterorum,79,668,312,18
Noctuidae,Athetis,pilosissima,1426631309_MNHN_3264_1.jpg,Athetis pilosissima,62,3747,2218,2
Noctuidae,Agrotis,viettei,1990805001_MNHN_1447_1.jpg,Agrotis viettei,62,3747,2218,2
Geometridae,Pterotaea,comstocki,2432334771_CSU_1876_0.jpg,Pterotaea comstocki,37,4794,3198,0
Geometridae,Chartographa,fabiolaria,candida_V37-20180521-173_TESRI_0.jpg,Chartographa fabiolaria,37,4794,3198,0
Hesperiidae,Ceratrichia,flava,1039098343_YPM_3886_1.jpg,Ceratrichia flava,44,1449,589,3
Nymphalidae,Aglais,caschmirensis,3003731037_TAM_756_0.jpg,Aglais caschmirensis,65,4037,1666,4
Erebidae,Ceromacra,putida,2234826261_MISSA_461_0.jpg,Ceromacra putida,29,5090,2667,1
Erebidae,Heteranassa,fraterna,2013055569_MISSA_2376_0.jpg,Heteranassa fraterna,29,5090,2667,1
Lycaenidae,Symmachia,stigmosissima,1020748094_MNHN_81_0.jpg,Symmachia stigmosissima,53,1492,708,6
Erebidae,Chrysaeglia,magnifica,A66-20171124-059_TESRI_0.jpg,Chrysaeglia magnifica,29,5090,2667,1
Erebidae,Cyana,subalba,V38-20180804-113_TESRI_0.jpg,Cyana subalba,29,5090,2667,1
Geometridae,Comibaena,cassidara,A32-20180518-109_TESRI_0.jpg,Comibaena cassidara,37,4794,3198,0
Erebidae,Paralephana,salmonea,1587261050_MNHN_2162_0.jpg,Paralephana salmonea,29,5090,2667,1
Erebidae,Spilosoma,griveaudi,1883279546_MNHN_1994_1.jpg,Spilosoma griveaudi,29,5090,2667,1
Notodontidae,Farigia,magniplaga,1320277585_USNM_3304_0.jpg,Farigia magniplaga,64,739,528,15
Noctuidae,Acherdoa,ferraria,2244419303_MISSA_468_0.jpg,Acherdoa ferraria,62,3747,2218,2
Hesperiidae,Celotes,nessus,1039159372_YPM_3566_1.jpg,Celotes nessus,44,1449,589,3
Cossidae,Hypopta,manfredi,1317992144_USNM_10031_1.jpg,Hypopta manfredi,21,52,33,46
Nymphalidae,Chlorippe,laurona,1321990834_USNM_5939_0.jpg,Chlorippe laurona,65,4037,1666,4
Lycaenidae,Thecla,tetra,1039142176_YPM_1954_1.jpg,Thecla tetra,53,1492,708,6
Hesperiidae,Parelbella,macleannani,1838855117_MISSA_820_0.jpg,Parelbella macleannani,44,1449,589,3
Geometridae,Maxates,glaucaria,V37-20180521-127_TESRI_0.jpg,Maxates glaucaria,37,4794,3198,0
Geometridae,Psamatodes,eremiata,1317394541_USNM_6505_0.jpg,Psamatodes eremiata,37,4794,3198,0
Lycaenidae,Lemonias,zygia,2301951704_YPM_3706_0.jpg,Lemonias zygia,53,1492,708,6
Pieridae,Pseudopontia,paradoxa,1321568921_USNM_10865_0.jpg,Pseudopontia paradoxa,69,3076,852,9
Hesperiidae,Spathilepia,clonius,2432276359_CSU_108_0.jpg,Spathilepia clonius,44,1449,589,3
Nymphalidae,Euptychia,batesii,2603570220_NHMUK_4758_0.jpg,Euptychia batesii,65,4037,1666,4
Notodontidae,Gisara,meyeri,1317718295_USNM_3241_0.jpg,Gisara meyeri,64,739,528,15
Geometridae,Stamnodes,danilovi,3003639439_TAM_2128_0.jpg,Stamnodes danilovi,37,4794,3198,0
Geometridae,Eucaterva,variaria,1932766923_MSU_404_0.jpg,Eucaterva variaria,37,4794,3198,0
Geometridae,Isturgia,albisecta,1320088558_USNM_1428_0.jpg,Isturgia albisecta,37,4794,3198,0
Geometridae,Opisthoxia,vitenaria,1318255930_USNM_9500_0.jpg,Opisthoxia vitenaria,37,4794,3198,0
Noctuidae,Amyna,axis,1838859404_MISSA_3015_0.jpg,Amyna axis,62,3747,2218,2
Lycaenidae,Thecla,ligurina,1039128288_YPM_2914_1.jpg,Thecla ligurina,53,1492,708,6
Erebidae,Euproctis,striata,V31-20170415-016_TESRI_0.jpg,Euproctis striata,29,5090,2667,1
Pieridae,Leptosia,wigginsi,1319172241_USNM_7049_0.jpg,Leptosia wigginsi,69,3076,852,9
Pieridae,Cepora,bathseba,1322843333_USNM_10952_0.jpg,Cepora bathseba,69,3076,852,9
Pyralidae,Vitula,edmandsii,1993806915_MISSA_3812_0.jpg,Vitula edmandsii,75,531,348,14
Noctuidae,Orthosia,limbata,limbata_A41-20180226-088_TESRI_0.jpg,Orthosia limbata,62,3747,2218,2
Hesperiidae,Pyrrhopyge,arax,1039196695_YPM_690_0.jpg,Pyrrhopyge arax,44,1449,589,3
Nymphalidae,Cithaerias,andromeda,1039116281_YPM_2334_1.jpg,Cithaerias andromeda,65,4037,1666,4
Pyralidae,Ancylosis,anguinosella,1056022523_NHMUK_5140_0.jpg,Ancylosis anguinosella,75,531,348,14
Notodontidae,Togaritensha,curvilinea,curvilinea_V04-20140425-002_TESRI_0.jpg,Togaritensha curvilinea,64,739,528,15
Notodontidae,Cerura,duonummenia,1320153629_USNM_4154_0.jpg,Cerura duonummenia,64,739,528,15
Tortricidae,Gretchena,deludana,1838886649_MISSA_2325_0.jpg,Gretchena deludana,91,901,787,17
Geometridae,Macaria,brunneata,3003609205_TAM_3736_0.jpg,Macaria brunneata,37,4794,3198,0
Noctuidae,Aseptis,geminimacula,2268760177_MISSA_3982_0.jpg,Aseptis geminimacula,62,3747,2218,2
Crambidae,Lineodes,integra,1585266509_MISSA_3711_0.jpg,Lineodes integra,22,1196,693,7
Saturniidae,Adeloneivaia,fallax,2012943897_NHMUK_2630_0.jpg,Adeloneivaia fallax,79,668,312,18
Noctuidae,Duhemia,variegata,1883280406_MNHN_2680_0.jpg,Duhemia variegata,62,3747,2218,2
Geometridae,Synopsidia,phasidaria,2574347729_NHMUK_2395_0.jpg,Synopsidia phasidaria,37,4794,3198,0
Pieridae,Colotis,agoye,1039042255_YPM_2037_1.jpg,Colotis agoye,69,3076,852,9
Hesperiidae,Heteropterus,morpheus,1039144432_YPM_574_1.jpg,Heteropterus morpheus,44,1449,589,3
Geometridae,Pennithera,subcomis,V04-20130509-099_TESRI_0.jpg,Pennithera subcomis,37,4794,3198,0
Erebidae,Micronoctua,occi,A35-20140101-101_TESRI_0.jpg,Micronoctua occi,29,5090,2667,1
Geometridae,Pterocypha,chama,1322094274_USNM_10341_0.jpg,Pterocypha chama,37,4794,3198,0
Notodontidae,Hemiceras,lepida,1702820253_USNM_2340_0.jpg,Hemiceras lepida,64,739,528,15
Nymphalidae,Altinote,negra,1039117838_YPM_1700_1.jpg,Altinote negra,65,4037,1666,4
Geometridae,Ochodontia,adustaria,3003646653_TAM_2754_0.jpg,Ochodontia adustaria,37,4794,3198,0
Geometridae,Idaea,sinicata,A41-20140325-074_TESRI_0.jpg,Idaea sinicata,37,4794,3198,0
Pieridae,Delias,phippsi,1317369160_USNM_4854_0.jpg,Delias phippsi,69,3076,852,9
Nymphalidae,Heliconius,telesiphe,1039188171_YPM_1547_1.jpg,Heliconius telesiphe,65,4037,1666,4
Noctuidae,Conistra,vaccinii,3003614993_TAM_730_0.jpg,Conistra vaccinii,62,3747,2218,2
Saturniidae,Adelowalkeria,flavosignata,1039049351_YPM_2259_1.jpg,Adelowalkeria flavosignata,79,668,312,18
Nymphalidae,Mechanitis,mazaeus,1039027727_YPM_3590_1.jpg,Mechanitis mazaeus,65,4037,1666,4
Noctuidae,Syngrapha,borea,2467782251_CSU_350_0.jpg,Syngrapha borea,62,3747,2218,2
Erebidae,Taicallimorpha,albipuncta,V04-20140816-059_TESRI_0.jpg,Taicallimorpha albipuncta,29,5090,2667,1
Erebidae,Ilema,kosemponica,A37-20160504-059_TESRI_0.jpg,Ilema kosemponica,29,5090,2667,1
Geometridae,Vinemina,catalina,2432328053_CSU_569_0.jpg,Vinemina catalina,37,4794,3198,0
Erebidae,Plecoptera,albipuncta,1587261176_MNHN_791_1.jpg,Plecoptera albipuncta,29,5090,2667,1
Noctuidae,Apamea,oblonga,3017394885_UTE_309_0.jpg,Apamea oblonga,62,3747,2218,2
Drepanidae,Drepana,curvatula,3003630399_TAM_1644_0.jpg,Drepana curvatula,23,222,84,16
Noctuidae,Euromoia,subpulchra,A52-20160704-061_TESRI_0.jpg,Euromoia subpulchra,62,3747,2218,2
Sphingidae,Sphinx,coloradus,1319560039_USNM_234_0.jpg,Sphinx coloradus,84,642,398,10
Nymphalidae,Apatura,iris,1039176489_YPM_2204_0.jpg,Apatura iris,65,4037,1666,4
Hesperiidae,Urbanus,proteus,1039197503_YPM_1797_0.jpg,Urbanus proteus,44,1449,589,3
Geometridae,Scotopteryx,alpherakii,3003645217_TAM_3848_0.jpg,Scotopteryx alpherakii,37,4794,3198,0
Tortricidae,Olethreutes,punctanum,1838874631_MISSA_3035_0.jpg,Olethreutes punctanum,91,901,787,17
Lycaenidae,Cyanophrys,acaste,1039119249_YPM_275_1.jpg,Cyanophrys acaste,53,1492,708,6
Sphingidae,Protambulyx,eurycles,1826388264_NHMUK_4033_0.jpg,Protambulyx eurycles,84,642,398,10
Nymphalidae,Junonia,artaxia,1039124466_YPM_1458_1.jpg,Junonia artaxia,65,4037,1666,4
Pieridae,Colias,harfordii,1039189381_YPM_3218_0.jpg,Colias harfordii,69,3076,852,9
Noctuidae,Potnyctycia,nemesi,A52-20151110-222_TESRI_0.jpg,Potnyctycia nemesi,62,3747,2218,2
Geometridae,Philtraea,elegantaria,2560347011_CSU_2395_0.jpg,Philtraea elegantaria,37,4794,3198,0
Noctuidae,Rachiplusia,virgula,1457364949_MNHN_1598_1.jpg,Rachiplusia virgula,62,3747,2218,2
Pieridae,Gonepteryx,aspasia,1318930325_USNM_6503_0.jpg,Gonepteryx aspasia,69,3076,852,9
Geometridae,Collix,stellata,A41-20170531-032_TESRI_0.jpg,Collix stellata,37,4794,3198,0
Geometridae,Eucaterva,variaria,1320609820_USNM_4241_0.jpg,Eucaterva variaria,37,4794,3198,0
Sphingidae,Macropoliana,ferax,1265652134_NHMUK_1404_0.jpg,Macropoliana ferax,84,642,398,10
Lycaenidae,Triclema,obscura,1039146439_YPM_364_0.jpg,Triclema obscura,53,1492,708,6
Geometridae,Hydriomena,albimontanata,2432312853_CSU_540_0.jpg,Hydriomena albimontanata,37,4794,3198,0
Papilionidae,Graphium,eurypylus,1039044127_YPM_2650_0.jpg,Graphium eurypylus,68,1101,365,11
Geometridae,Selenia,eucore,1319345986_USNM_4813_0.jpg,Selenia eucore,37,4794,3198,0
Crambidae,Thysanoidma,octalis,V40-20190524-178_TESRI_0.jpg,Thysanoidma octalis,22,1196,693,7
Pieridae,Colias,christina,1322706626_USNM_214_0.jpg,Colias christina,69,3076,852,9
Nymphalidae,Charaxes,candiope,1039153487_YPM_1236_0.jpg,Charaxes candiope,65,4037,1666,4
Pieridae,Anthocharis,scolymus,1039198930_YPM_693_1.jpg,Anthocharis scolymus,69,3076,852,9
Tortricidae,Cephalophyes,cyanura,A38-20131203-045_TESRI_0.jpg,Cephalophyes cyanura,91,901,787,17
Pieridae,Delias,bakeri,1320599371_USNM_7168_0.jpg,Delias bakeri,69,3076,852,9
Nymphalidae,Ptychandra,leucogyne,1837857435_NHMUK_2623_0.jpg,Ptychandra leucogyne,65,4037,1666,4
Notodontidae,Arhacia,lignaris,1318070421_USNM_5759_0.jpg,Arhacia lignaris,64,739,528,15
Hesperiidae,Borbo,micans,1039047939_YPM_3004_1.jpg,Borbo micans,44,1449,589,3
Pyralidae,Ancylosis,ulmiarrosorella,1932624530_MSU_423_0.jpg,Ancylosis ulmiarrosorella,75,531,348,14
Nymphalidae,Taenaris,chionides,1039122990_YPM_3056_0.jpg,Taenaris chionides,65,4037,1666,4
Nymphalidae,Chlosyne,whitneyi,1039078202_YPM_137_1.jpg,Chlosyne whitneyi,65,4037,1666,4
Noctuidae,Chytonix,variegata,V04-20140530-198_TESRI_0.jpg,Chytonix variegata,62,3747,2218,2
Noctuidae,Lithophane,ornitopus,1847656169_NHMUK_878_0.jpg,Lithophane ornitopus,62,3747,2218,2
Pieridae,Anthocharis,angelina,1320556183_USNM_10677_0.jpg,Anthocharis angelina,69,3076,852,9
Sphingidae,Rhagastis,velata,V39-20190315-020_TESRI_0.jpg,Rhagastis velata,84,642,398,10
Notodontidae,Disphragis,handleyi,1318675463_USNM_2651_0.jpg,Disphragis handleyi,64,739,528,15
Tortricidae,Amorbia,essigana,1321275950_USNM_10847_0.jpg,Amorbia essigana,91,901,787,17
Crambidae,Crambus,perlella,2269450437_NHMUK_1333_0.jpg,Crambus perlella,22,1196,693,7
Euteliidae,Marathyssa,inficita,1838855125_MISSA_3542_0.jpg,Marathyssa inficita,34,94,52,23
Nymphalidae,Charaxes,nandina,1039196526_YPM_2013_1.jpg,Charaxes nandina,65,4037,1666,4
Papilionidae,Zerynthia,polyxena,2432246316_CSU_438_0.jpg,Zerynthia polyxena,68,1101,365,11
Noctuidae,Metaxaglaea,australis,2268760430_MISSA_2014_0.jpg,Metaxaglaea australis,62,3747,2218,2
Drepanidae,Falcaria,lacertinaria,3017394534_UTE_62_0.jpg,Falcaria lacertinaria,23,222,84,16
Lycaenidae,Allotinus,samarensis,2243046701_NHMUK_5152_0.jpg,Allotinus samarensis,53,1492,708,6
Notodontidae,Pheosiopsis,lusciniola,V37-20180521-318_TESRI_0.jpg,Pheosiopsis lusciniola,64,739,528,15
Erebidae,Talara,albimaculata,1883280147_MNHN_885_0.jpg,Talara albimaculata,29,5090,2667,1
Noctuidae,Paragabara,flavomacula,3003745044_TAM_3584_0.jpg,Paragabara flavomacula,62,3747,2218,2
Nymphalidae,Altinote,alcione,1039069316_YPM_2072_0.jpg,Altinote alcione,65,4037,1666,4
Erebidae,Lithosia,gynaegrapha,1883280392_MNHN_600_1.jpg,Lithosia gynaegrapha,29,5090,2667,1
Erebidae,Opharus,muricolor,2432254179_CSU_1203_0.jpg,Opharus muricolor,29,5090,2667,1
Crambidae,Omiodes,localis,1946087428_MISSA_3443_0.jpg,Omiodes localis,22,1196,693,7
Nymphalidae,Posttaygetis,penelea,1039159235_YPM_3565_1.jpg,Posttaygetis penelea,65,4037,1666,4
Erebidae,Clemensia,ochromaculata,1883280234_MNHN_834_0.jpg,Clemensia ochromaculata,29,5090,2667,1
Lycaenidae,Eumaeus,childrenae,1039164845_YPM_1766_0.jpg,Eumaeus childrenae,53,1492,708,6
Lycaenidae,Iophanus,pyrrhias,1039054206_YPM_3498_0.jpg,Iophanus pyrrhias,53,1492,708,6
Erebidae,Eilema,tristis,1883279397_MNHN_1918_0.jpg,Eilema tristis,29,5090,2667,1
Erebidae,Lophocampa,ingens,2432250461_CSU_45_0.jpg,Lophocampa ingens,29,5090,2667,1
Erebidae,Zale,unilineata,2234819892_MISSA_701_0.jpg,Zale unilineata,29,5090,2667,1
Nymphalidae,Eteona,tisiphone,1039115615_YPM_2530_1.jpg,Eteona tisiphone,65,4037,1666,4
Noctuidae,Oncocnemis,iricolor,1851701972_MISSA_2710_0.jpg,Oncocnemis iricolor,62,3747,2218,2
Noctuidae,Pseudopanolis,flavimacula,V27-20160319-034_TESRI_0.jpg,Pseudopanolis flavimacula,62,3747,2218,2
Geometridae,Pero,macdunnoughi,2432341541_CSU_1261_0.jpg,Pero macdunnoughi,37,4794,3198,0
Noctuidae,Carelis,agnae,1883280609_MNHN_2666_1.jpg,Carelis agnae,62,3747,2218,2
Geometridae,Astygisa,vexillaria,1826442166_NHMUK_3155_0.jpg,Astygisa vexillaria,37,4794,3198,0
Nymphalidae,Charaxes,pleione,1318982905_USNM_1517_0.jpg,Charaxes pleione,65,4037,1666,4
Drepanidae,Drepana,pallida,nigromaculata_A44-20141021-040_TESRI_0.jpg,Drepana pallida,23,222,84,16
Geometridae,Garaeus,specularis,specularis_V04-20130509-050_TESRI_0.jpg,Garaeus specularis,37,4794,3198,0
Papilionidae,Papilio,andraemon,1039161458_YPM_2382_0.jpg,Papilio andraemon,68,1101,365,11
Sphingidae,Thamnoecha,uniformis,1882416106_NHMUK_4786_0.jpg,Thamnoecha uniformis,84,642,398,10
Nymphalidae,Palla,ussheri,1320230870_USNM_5119_0.jpg,Palla ussheri,65,4037,1666,4
Geometridae,Euchoeca,nebulata,3017394689_UTE_174_0.jpg,Euchoeca nebulata,37,4794,3198,0
Noctuidae,Agrochola,pistacinoides,1883280827_MNHN_2394_1.jpg,Agrochola pistacinoides,62,3747,2218,2
Nymphalidae,Manataria,hercyna,1039163487_YPM_1510_0.jpg,Manataria hercyna,65,4037,1666,4
Erebidae,Laspeyria,ruficeps,A35-20160502-026_TESRI_0.jpg,Laspeyria ruficeps,29,5090,2667,1
Erebidae,Attatha,sinuosa,1661823099_MNHN_1863_1.jpg,Attatha sinuosa,29,5090,2667,1
Noctuidae,Ctenoplusia,sumbawana,A46-20150319-041_TESRI_0.jpg,Ctenoplusia sumbawana,62,3747,2218,2
Geometridae,Comostola,subtiliaria,demeritaria_A34-20130506-037_TESRI_0.jpg,Comostola subtiliaria,37,4794,3198,0
Nymphalidae,Acraea,acrita,1039142552_YPM_2161_0.jpg,Acraea acrita,65,4037,1666,4
Pieridae,Anteos,maerula,1039054979_YPM_766_1.jpg,Anteos maerula,69,3076,852,9
Drepanidae,Leucoblepsis,fenestraria,A34-20140826-134_TESRI_0.jpg,Leucoblepsis fenestraria,23,222,84,16
Nymphalidae,Amathusia,phidippus,1039142746_YPM_1232_1.jpg,Amathusia phidippus,65,4037,1666,4
Crambidae,Stenia,minoralis,A63-20180319-021_TESRI_0.jpg,Stenia minoralis,22,1196,693,7
Noctuidae,Lycophotia,porphyrea,3003608778_TAM_56_0.jpg,Lycophotia porphyrea,62,3747,2218,2
Pieridae,Colotis,evagore,1039124980_YPM_2339_0.jpg,Colotis evagore,69,3076,852,9
Pieridae,Colotis,aurora,1322502583_USNM_5348_0.jpg,Colotis aurora,69,3076,852,9
Erebidae,Catocala,micronympha,1314771521_YPM_291_0.jpg,Catocala micronympha,29,5090,2667,1
Sphingidae,Ambulyx,japonica,angustifasciata_A41-20180418-357_TESRI_0.jpg,Ambulyx japonica,84,642,398,10
Hesperiidae,Vehilius,stictomenes,1039137877_YPM_1225_1.jpg,Vehilius stictomenes,44,1449,589,3
Gelechiidae,Chionodes,emptor,1322245838_USNM_5088_0.jpg,Chionodes emptor,36,421,369,20
Erebidae,Lophocampa,roseata,2432351551_CSU_893_0.jpg,Lophocampa roseata,29,5090,2667,1
Erebidae,Nelphe,carolina,1838872173_MISSA_841_0.jpg,Nelphe carolina,29,5090,2667,1
Sphingidae,Xylophanes,mossi,1882416185_NHMUK_2939_0.jpg,Xylophanes mossi,84,642,398,10
Geometridae,Tornos,scolopacinaria,2432318480_CSU_831_0.jpg,Tornos scolopacinaria,37,4794,3198,0
Hesperiidae,Agathymus,micheneri,1039154965_YPM_3445_1.jpg,Agathymus micheneri,44,1449,589,3
Erebidae,Zellatilla,columbia,1319913187_USNM_1297_0.jpg,Zellatilla columbia,29,5090,2667,1
Nymphalidae,Heliconius,numatus,1039103320_YPM_854_1.jpg,Heliconius numatus,65,4037,1666,4
Pieridae,Delias,mira,1837858617_NHMUK_2048_0.jpg,Delias mira,69,3076,852,9
Notodontidae,Suzukiana,cinerea,3003750463_TAM_845_0.jpg,Suzukiana cinerea,64,739,528,15
Notodontidae,Disphragis,epimacha,1321365097_USNM_8675_0.jpg,Disphragis epimacha,64,739,528,15
Tineidae,Scardiella,approximatella,1585229062_MISSA_1856_0.jpg,Scardiella approximatella,89,85,68,27
Nymphalidae,Coenonympha,iphis,3017437093_UTE_604_0.jpg,Coenonympha iphis,65,4037,1666,4
Nymphalidae,Charaxes,ethalion,1318825475_USNM_1897_0.jpg,Charaxes ethalion,65,4037,1666,4
Gelechiidae,Homochelas,leptopalta,A48-20160118-048_TESRI_0.jpg,Homochelas leptopalta,36,421,369,20
Hesperiidae,Panoquina,panoquinoides,1039036058_YPM_2993_1.jpg,Panoquina panoquinoides,44,1449,589,3
Erebidae,Bertula,terminalis,V12-20140809-174_TESRI_0.jpg,Bertula terminalis,29,5090,2667,1
Euteliidae,Eutelia,adoratrix,3003633965_TAM_1418_0.jpg,Eutelia adoratrix,34,94,52,23
Pieridae,Mylothris,mortoni,1039166958_YPM_3456_1.jpg,Mylothris mortoni,69,3076,852,9
Noctuidae,Euchalcia,albavitta,2467776585_CSU_1152_0.jpg,Euchalcia albavitta,62,3747,2218,2
Erebidae,Loxophlebia,senta,1883280199_MNHN_627_1.jpg,Loxophlebia senta,29,5090,2667,1
Notodontidae,Semidonta,basalis,A35-20170628-164_TESRI_0.jpg,Semidonta basalis,64,739,528,15
Tortricidae,Pelochrista,lynxana,1585220342_MISSA_3133_0.jpg,Pelochrista lynxana,91,901,787,17
Erebidae,Apocrisias,thaumasta,2432248689_CSU_2257_0.jpg,Apocrisias thaumasta,29,5090,2667,1
Crambidae,Parapoynx,diminutalis,A35-20180612-037_TESRI_0.jpg,Parapoynx diminutalis,22,1196,693,7
Noctuidae,Lasionycta,mutilata,2580052216_CSU_368_0.jpg,Lasionycta mutilata,62,3747,2218,2
Erebidae,Mimulosia,separanda,1883279525_MNHN_1262_0.jpg,Mimulosia separanda,29,5090,2667,1
Lycaenidae,Thecla,hesperitis,1039129033_YPM_545_1.jpg,Thecla hesperitis,53,1492,708,6
Geometridae,Hastina,subfalcaria,caeruleolineata_V04-20130411-071_TESRI_0.jpg,Hastina subfalcaria,37,4794,3198,0
Pieridae,Pieris,rapae,1320586283_USNM_7979_0.jpg,Pieris rapae,69,3076,852,9
Gracillariidae,Acrocercops,sphaerodelta,1057240371_NHMUK_3538_0.jpg,Acrocercops sphaerodelta,39,65,64,25
Pieridae,Delias,sagessa,1837858588_NHMUK_2456_0.jpg,Delias sagessa,69,3076,852,9
Gelechiidae,Chionodes,argentipunctella,1838845246_MISSA_2814_0.jpg,Chionodes argentipunctella,36,421,369,20
Autostichidae,Spinitibia,hodgesi,1585239470_MISSA_760_0.jpg,Spinitibia hodgesi,6,1,1,89
Geometridae,Scopula,isomerica,A43-20170629-026_TESRI_0.jpg,Scopula isomerica,37,4794,3198,0
Tortricidae,Phalonia,marloffiana,1319979232_USNM_11191_0.jpg,Phalonia marloffiana,91,901,787,17
Geometridae,Biston,strataria,1826321999_NHMUK_3210_0.jpg,Biston strataria,37,4794,3198,0
Sphingidae,Marumba,saishiuana,formosana_A46-20160705-181_TESRI_0.jpg,Marumba saishiuana,84,642,398,10
Papilionidae,Papilio,machaon,1932627443_MSU_26_0.jpg,Papilio machaon,68,1101,365,11
Nymphalidae,Episcada,clausina,1039113644_YPM_3411_0.jpg,Episcada clausina,65,4037,1666,4
Hesperiidae,Ochlodes,sylvanoides,1039066086_YPM_1618_0.jpg,Ochlodes sylvanoides,44,1449,589,3
Geometridae,Stamnodes,deceptiva,2432288647_CSU_1746_0.jpg,Stamnodes deceptiva,37,4794,3198,0
Erebidae,Boryzops,purissima,2432348371_CSU_1678_0.jpg,Boryzops purissima,29,5090,2667,1
Nymphalidae,Catoblepia,xanthus,1039198853_YPM_518_0.jpg,Catoblepia xanthus,65,4037,1666,4
Drepanidae,Epipsestis,cortigera,A52-20160118-012_TESRI_0.jpg,Epipsestis cortigera,23,222,84,16
Lycaenidae,Thecla,mulucha,1039198661_YPM_3686_0.jpg,Thecla mulucha,53,1492,708,6
Noctuidae,Adonisea,nubila,1899209080_MISSA_1968_0.jpg,Adonisea nubila,62,3747,2218,2
Ethmiidae,Ethmia,guangzhouensis,A55-20160614-095_TESRI_0.jpg,Ethmia guangzhouensis,32,69,53,24
Nymphalidae,Tellervo,septentrionis,1039083702_YPM_2090_0.jpg,Tellervo septentrionis,65,4037,1666,4
Nymphalidae,Araschnia,levana,3017394493_UTE_29_0.jpg,Araschnia levana,65,4037,1666,4
Erebidae,Drasteria,occulta,2013054436_MISSA_3471_0.jpg,Drasteria occulta,29,5090,2667,1
Crambidae,Agrioglypta,eurytusalis,A35-20130805-201_TESRI_0.jpg,Agrioglypta eurytusalis,22,1196,693,7
Crambidae,Tetridia,caletoralis,V24-20190112-154_TESRI_0.jpg,Tetridia caletoralis,22,1196,693,7
Pieridae,Pieris,dubernardi,1135513836_NHMUK_1811_0.jpg,Pieris dubernardi,69,3076,852,9
Noctuidae,Aseptis,perfumosa,2432340681_CSU_1097_0.jpg,Aseptis perfumosa,62,3747,2218,2
Erebidae,Ocnogyna,pierreti,1883280309_MNHN_906_1.jpg,Ocnogyna pierreti,29,5090,2667,1
Papilionidae,Papilio,xuthus,1039043963_YPM_2254_1.jpg,Papilio xuthus,68,1101,365,11
Noctuidae,Erythroplusia,rutilifrons,1499291539_MNHN_1605_0.jpg,Erythroplusia rutilifrons,62,3747,2218,2
Geometridae,Microgonia,castraria,1322652568_USNM_9897_0.jpg,Microgonia castraria,37,4794,3198,0
Crambidae,Geshna,cannalis,1913719481_MISSA_2349_0.jpg,Geshna cannalis,22,1196,693,7
Geometridae,Hydriomena,proba,1321824910_USNM_10281_0.jpg,Hydriomena proba,37,4794,3198,0
Geometridae,Apochima,flabellaria,3003643660_TAM_283_0.jpg,Apochima flabellaria,37,4794,3198,0
Noctuidae,Blepharita,amica,3017418178_UTE_395_0.jpg,Blepharita amica,62,3747,2218,2
Pieridae,Euchloe,ausonia,1319584962_USNM_3188_0.jpg,Euchloe ausonia,69,3076,852,9
Pieridae,Nepheronia,pharis,1318581431_USNM_4233_0.jpg,Nepheronia pharis,69,3076,852,9
Euteliidae,Penicillaria,maculata,A40-20140924-044_TESRI_0.jpg,Penicillaria maculata,34,94,52,23
Nymphalidae,Siderone,galanthis,1039070623_YPM_3616_0.jpg,Siderone galanthis,65,4037,1666,4
Pyralidae,Achroia,grisella,1932624624_MSU_1290_0.jpg,Achroia grisella,75,531,348,14
Erebidae,Thyrosticta,dilata,1913644856_MNHN_1542_0.jpg,Thyrosticta dilata,29,5090,2667,1
Papilionidae,Papilio,nephelus,1039110422_YPM_3734_0.jpg,Papilio nephelus,68,1101,365,11
Geometridae,Calletaera,basipuncta,A38-20131001-069_TESRI_0.jpg,Calletaera basipuncta,37,4794,3198,0
Noctuidae,Syngrapha,interrogationis,3017394853_UTE_288_0.jpg,Syngrapha interrogationis,62,3747,2218,2
Papilionidae,Atrophaneura,sycorax,1319071602_USNM_7723_0.jpg,Atrophaneura sycorax,68,1101,365,11
Notodontidae,Clostera,anastomosis,3017394781_UTE_236_0.jpg,Clostera anastomosis,64,739,528,15
Lecithoceridae,Nosphistica,fenestrata,A38-20150518-213_TESRI_0.jpg,Nosphistica fenestrata,50,28,11,52
Tortricidae,Eucosma,gilletteana,1322931590_USNM_4319_0.jpg,Eucosma gilletteana,91,901,787,17
Erebidae,Phryganopteryx,viettei,1883279622_MNHN_1314_0.jpg,Phryganopteryx viettei,29,5090,2667,1
Hesperiidae,Onespa,nubis,1039197906_YPM_3473_0.jpg,Onespa nubis,44,1449,589,3
Noctuidae,Madeuplexia,pretiosa,1563875386_MNHN_2577_0.jpg,Madeuplexia pretiosa,62,3747,2218,2
Saturniidae,Hemileuca,hera,1039098082_YPM_1682_0.jpg,Hemileuca hera,79,668,312,18
Geometridae,Mericisca,gracea,1932763811_MSU_790_0.jpg,Mericisca gracea,37,4794,3198,0
