Family,Subfamily,Genus,Species,SciName,Number,Source,Family_encode,Fam_Sample,Fam_Specie
Erebidae,Erebinae,Hypsoropha,monilis,Hypsoropha monilis,1946088665,MISSA,27,5150,2706
Lycaenidae,Poritiinae,Epitola,posthumus,Epitola posthumus,1039082955,YPM,48,1283,600
Gelechiidae,Anacampsinae,Anacampsis,levipedella,Anacampsis levipedella,1585217750,MISSA,33,410,359
Nymphalidae,Satyrinae,Ypthima,doleta,Ypthima doleta,1039161838,YPM,61,3999,1655
Sphingidae,Smerinthinae,Smerinthus,ocellata,Smerinthus ocellata,1847678365,NHMUK,79,641,398
Noctuidae,Noctuinae,Diarsia,mendica,Diarsia mendica,3003614369,TAM,58,3700,2182
Notodontidae,Unassigned,Dasylophia,ligea,Dasylophia ligea,1321170886,USNM,60,741,530
Hesperiidae,Pyrginae,Phocides,polybius,Phocides polybius,2432273480,CSU,39,1463,597
Geometridae,Ennominae,Wilemania,nitobei,Wilemania nitobei,3003641209,TAM,34,4684,3138
Papilionidae,Papilioninae,Pharmacophagus,antenor,Pharmacophagus antenor,1039072175,YPM,64,1096,364
Geometridae,Ennominae,Chiasmia,kanshireiensis,Chiasmia kanshireiensis,V32-20180113-045,TESRI,34,4684,3138
Erebidae,Ctenuchinae,Paramevania,inconspicua,Paramevania inconspicua,1883280260,MNHN,27,5150,2706
Limacodidae,Unassigned,Prolimacodes,badia,Prolimacodes badia,1585225459,MISSA,47,150,72
Saturniidae,Hemileucinae,Automerella,aurora,Automerella aurora,1039112166,YPM,74,676,311
Nymphalidae,Charaxinae,Anaea,ryphea,Anaea ryphea,1318354493,USNM,61,3999,1655
Limacodidae,Limacodinae,Apoda,limacodes,Apoda limacodes,3003650575,TAM,47,150,72
Nymphalidae,Heliconiinae,Acraea,lualabae,Acraea lualabae,1039094410,YPM,61,3999,1655
Erebidae,Aventiinae,Lophoruza,lunifera,Lophoruza lunifera,A35-20141116-037,TESRI,27,5150,2706
Pieridae,Pierinae,Aporia,agathon,Aporia agathon,1318458530,USNM,65,3082,856
Erebidae,Ctenuchinae,Episcepsis,capysca,Episcepsis capysca,1838872400,MISSA,27,5150,2706
Noctuidae,Heliothinae,Dorika,julia,Dorika julia,1585210726,MISSA,58,3700,2182
Lycaenidae,Lycaeninae,Lycaena,koa,Lycaena koa,1039065234,YPM,48,1283,600
Pieridae,Pierinae,Delias,weiskei,Delias weiskei,1837858614,NHMUK,65,3082,856
Pieridae,Pierinae,Delias,argenthona,Delias argenthona,1322258290,USNM,65,3082,856
Lycaenidae,Lycaeninae,Lycaena,phlaeas,Lycaena phlaeas,1291293840,NHMUK,48,1283,600
Geometridae,Ennominae,Hypagyrtis,esther,Hypagyrtis esther,1932762033,MSU,34,4684,3138
Noctuidae,Acronictinae,Archanara,alameda,Archanara alameda,2268760539,MISSA,58,3700,2182
Crambidae,Spilomelinae,Choristostigma,roseopennalis,Choristostigma roseopennalis,1914311557,MISSA,19,1196,693
Crambidae,Spilomelinae,Apogeshna,stenialis,Apogeshna stenialis,1585219792,MISSA,19,1196,693
Geometridae,Larentiinae,Eulithis,prunata,Eulithis prunata,3003615100,TAM,34,4684,3138
Coleophoridae,Unassigned,Coleophora,graminicolella,Coleophora graminicolella,3003599830,TAM,16,32,28
Papilionidae,Papilioninae,Graphium,latreillianus,Graphium latreillianus,1057157034,NHMUK,64,1096,364
Erebidae,Boletobiinae,Eublemma,rivula,Eublemma rivula,A42-20150409-064,TESRI,27,5150,2706
Nymphalidae,Heliconiinae,Argynnis,laodice,Argynnis laodice,3017400502,UTE,61,3999,1655
Geometridae,Sterrhinae,Metallaxis,semiustus,Metallaxis semiustus,A43-20170814-125,TESRI,34,4684,3138
Nymphalidae,Limenitidinae,Cymothoe,beckeri,Cymothoe beckeri,1039077965,YPM,61,3999,1655
Erebidae,Lymantriinae,Lymantria,concolor,Lymantria concolor,concolor,A58-20170303-136,27,5150,2706
Lycaenidae,Polyommatinae,Danis,danis,Danis danis,2236803199,NHMUK,48,1283,600
Brahmaeidae,Unassigned,Brahmaea,wallichii,Brahmaea wallichii,insulata,A41-20180418-347,10,9,6
Pieridae,Pierinae,Anthocharis,ausonides,Anthocharis ausonides,1319341828,USNM,65,3082,856
Erebidae,Ctenuchinae,Nyridela,xanthocera,Nyridela xanthocera,1838882701,MISSA,27,5150,2706
Pieridae,Coliadinae,Phoebis,philea,Phoebis philea,1322122764,USNM,65,3082,856
Lecithoceridae,Torodorinae,Deltoplastis,lobigera,Deltoplastis lobigera,A46-20150513-139,TESRI,45,28,11
Nymphalidae,Satyrinae,Hyponephele,lycaon,Hyponephele lycaon,3017501431,UTE,61,3999,1655
Mimallonidae,Cicinninae ,Cicinnus,malca,Cicinnus malca,1826195235,NHMUK,54,48,44
Hesperiidae,Hesperiinae,Polites,sonora,Polites sonora,1039188752,YPM,39,1463,597
Crambidae,Spilomelinae,Talanga,sexpunctalis,Talanga sexpunctalis,A40-20131203-052,TESRI,19,1196,693
Geometridae,Ennominae,Chiasmia,clathrata,Chiasmia clathrata,3003615116,TAM,34,4684,3138
Nolidae,Nolinae,Roeselia,venustula,Roeselia venustula,1883279439,MNHN,59,318,153
Nymphalidae,Apaturinae,Doxocopa,agathina,Doxocopa agathina,1039098275,YPM,61,3999,1655
Noctuidae,Cuculliinae,Omphaloscelis,lunosa,Omphaloscelis lunosa,1849084811,NHMUK,58,3700,2182
Crambidae,Spilomelinae,Pleuroptya,characteristica,Pleuroptya characteristica,A43-20160308-256,TESRI,19,1196,693
Pieridae,Coliadinae,Gonepteryx,rhamni,Gonepteryx rhamni,1039147394,YPM,65,3082,856
Pieridae,Dismorphiinae,Moschoneura,pinthous,Moschoneura pinthous,1039057654,YPM,65,3082,856
Nymphalidae,Charaxinae,Charaxes,baumanni,Charaxes baumanni,1039140649,YPM,61,3999,1655
Sphingidae,Smerinthinae,Laothoe,amurensis,Laothoe amurensis,3003643235,TAM,79,641,398
Castniidae,Castniinae,Synpalamides,chelone,Synpalamides chelone,1945496194,NHMUK,14,1,1
Erebidae,Erebinae,Catocala,jair,Catocala jair,2236620571,YPM,27,5150,2706
Nymphalidae,Biblidinae,Callicore,sorana,Callicore sorana,1039078273,YPM,61,3999,1655
Nymphalidae,Nymphalinae,Melitaea,montium,Melitaea montium,3017638339,UTE,61,3999,1655
Erebidae,Lymantriinae,Pantana,ochripalpis,Pantana ochripalpis,A58-20190217-011,TESRI,27,5150,2706
Riodinidae,Riodininae,Mesosemia,friburgensis,Mesosemia friburgensis,1321786023,USNM,72,276,148
Erebidae,Erebinae,Ercheia,cyllaria,Ercheia cyllaria,A35-20151014-015,TESRI,27,5150,2706
Geometridae,Ennominae,Ectropis,ischnadelpha,Ectropis ischnadelpha,1836106245,NHMUK,34,4684,3138
Geometridae,Ennominae,Lomographa,angulilinea,Lomographa angulilinea,1321486915,USNM,34,4684,3138
Nymphalidae,Nymphalinae,Melitaea,trivia,Melitaea trivia,1039124200,YPM,61,3999,1655
Erebidae,Erebinae,Dolichosomastis,bicolorata,Dolichosomastis bicolorata,1989856792,MNHN,27,5150,2706
Noctuidae,Noctuinae,Corythurus,socia,Corythurus socia,1457364940,MNHN,58,3700,2182
Noctuidae,Noctuinae,Orthosia,miniosa,Orthosia miniosa,3003614365,TAM,58,3700,2182
Nymphalidae,Heliconiinae,Actinote,pyrrha,Actinote pyrrha,1039150595,YPM,61,3999,1655
Geometridae,Larentiinae,Triphosa,haesitata,Triphosa haesitata,2432293841,CSU,34,4684,3138
Geometridae,Ennominae,Semiothisa,subcelata,Semiothisa subcelata,1317954069,USNM,34,4684,3138
Momphidae,Unassigned,Mompha,stellella,Mompha stellella,1585233807,MISSA,55,18,16
Noctuidae,Noctuinae,Karana,hoenei,Karana hoenei,marcida,A45-20141118-048,58,3700,2182
Pyralidae,Phycitinae,Protoetiella,bipunctella,Protoetiella bipunctella,A48-20150318-112,TESRI,71,530,347
Nymphalidae,Charaxinae,Charaxes,lactetinctus,Charaxes lactetinctus,1317837307,USNM,61,3999,1655
Drepanidae,Drepaninae,Microblepsis,rugosa,Microblepsis rugosa,A43-20160308-170,TESRI,21,318,131
Nymphalidae,Limenitidinae,Athyma,libnites,Athyma libnites,1039168550,YPM,61,3999,1655
Nymphalidae,Danainae,Euploea,eupator,Euploea eupator,1039031425,YPM,61,3999,1655
Nymphalidae,Satyrinae,Mycalesis,unica,Mycalesis unica,1135478046,NHMUK,61,3999,1655
Hesperiidae,Hesperiinae,Papias,phainis,Papias phainis,2301952112,YPM,39,1463,597
Noctuidae,Acronictinae,Acronicta,brumosa,Acronicta brumosa,1844270410,MISSA,58,3700,2182
Riodinidae,Riodininae,Lasaia,agesilas,Lasaia agesilas,1039138638,YPM,72,276,148
Erebidae,Arctiinae,Mithuna,arizana,Mithuna arizana,A35-20150409-052,TESRI,27,5150,2706
Noctuidae,Eustrotiinae,Hydrelia,bicolorata,Hydrelia bicolorata,A75-20190408-037,TESRI,58,3700,2182
Erebidae,Boletobiinae,Panilla,costipunctata,Panilla costipunctata,A43-20160308-039,TESRI,27,5150,2706
Nymphalidae,Epipleminae,Polygonia,kashmira,Polygonia kashmira,1057459874,NHMUK,61,3999,1655
Pyralidae,Pyralinae,Toccolosida,rubriceps,Toccolosida rubriceps,A48-20160601-111,TESRI,71,530,347
Nymphalidae,Nymphalinae,Chlosyne,rosita,Chlosyne rosita,1039056105,YPM,61,3999,1655
Noctuidae,Noctuinae,Apamea,cinefacta,Apamea cinefacta,2560345991,CSU,58,3700,2182
Noctuidae,Heliothinae,Schinia,biforma,Schinia biforma,1932792187,MISSA,58,3700,2182
Nymphalidae,Satyrinae,Lethe,elwesi,Lethe elwesi,1265651963,NHMUK,61,3999,1655
Erebidae,Arctiinae,Cyana,sanguinea,Cyana sanguinea,A37-20130418-034,TESRI,27,5150,2706
Erebidae,Arctiinae,Lophocampa,caryae,Lophocampa caryae,1838866581,MISSA,27,5150,2706
Lycaenidae,Theclinae,Evenus,felix,Evenus felix,1039117583,YPM,48,1283,600
Erebidae,Arctiinae,Neritos,flavipurpurea,Neritos flavipurpurea,1838880840,MISSA,27,5150,2706
Geometridae,Ennominae,Prochoerodes,forficaria,Prochoerodes forficaria,2432311018,CSU,34,4684,3138
Noctuidae,Noctuinae,Tycomarptes,bipuncta,Tycomarptes bipuncta,1661823141,MNHN,58,3700,2182
Geometridae,Ennominae,Agriopis,marginaria,Agriopis marginaria,3003600122,TAM,34,4684,3138
Geometridae,Ennominae,Sangalopsis,diasia,Sangalopsis diasia,1039151771,YPM,34,4684,3138
Noctuidae,Acontiinae,Ozarba,griveaudae,Ozarba griveaudae,1913644625,MNHN,58,3700,2182
Crambidae,Pyraustinae,Anania,plectilis,Anania plectilis,1585261588,MISSA,19,1196,693
Pieridae,Pierinae,Mylothris,ngaziya,Mylothris ngaziya,1321563549,USNM,65,3082,856
Ethmiidae,Ethmiinae,Ethmia,prattiella,Ethmia prattiella,1317770210,USNM,29,69,53
Pieridae,Pierinae,Delias,zebuda,Delias zebuda,1039102500,YPM,65,3082,856
Geometridae,Sterrhinae,Idaea,inquinata,Idaea inquinata,3003744924,TAM,34,4684,3138
Noctuidae,Noctuinae,Thalpophila,matura,Thalpophila matura,1849086050,NHMUK,58,3700,2182
Noctuidae,Condicinae,Caradrina,kadenii,Caradrina kadenii,1847666544,NHMUK,58,3700,2182
Crambidae,Odontiinae,Heortia,vitessoides,Heortia vitessoides,A61-20171018-151,TESRI,19,1196,693
Notodontidae,Unassigned,Gopha,niveigutta,Gopha niveigutta,1317277194,USNM,60,741,530
Papilionidae,Papilioninae,Papilio,fuscus,Papilio fuscus,1039039607,YPM,64,1096,364
Geometridae,Larentiinae,Euphyia,biangulata,Euphyia biangulata,3003752363,TAM,34,4684,3138
Papilionidae,Parnassiinae,Parnassius,mnemosyne,Parnassius mnemosyne,3017575158,UTE,64,1096,364
Erebidae,Ctenuchinae,Eriphioides,fastidiosa,Eriphioides fastidiosa,1320761863,USNM,27,5150,2706
Noctuidae,Noctuinae,Kenrickodes,rosea,Kenrickodes rosea,1427477953,MNHN,58,3700,2182
Noctuidae,Acontiinae,Deltote,pygarga,Deltote pygarga,1847668011,NHMUK,58,3700,2182
Noctuidae,Noctuinae,Saragossa,seeboldi,Saragossa seeboldi,1883280629,MNHN,58,3700,2182
Pieridae,Pierinae,Appias,indra,Appias indra,1039105011,YPM,65,3082,856
Erebidae,Ctenuchinae,Cosmosoma,aleus,Cosmosoma aleus,1322140542,USNM,27,5150,2706
Geometridae,Ennominae,Coniodes,plumogeraria,Coniodes plumogeraria,2432349630,CSU,34,4684,3138
Riodinidae,Riodininae,Thisbe,lycorias,Thisbe lycorias,1039074633,YPM,72,276,148
Pieridae,Pierinae,Catasticta,ferra,Catasticta ferra,1320622456,USNM,65,3082,856
Pyralidae,Phycitinae,Anerastia,lotella,Anerastia lotella,3003615420,TAM,71,530,347
Geometridae,Ennominae,Certima,cletiusaria,Certima cletiusaria,1318372713,USNM,34,4684,3138
Sphingidae,Smerinthinae,Cypoides,chinensis,Cypoides chinensis,1882415998,NHMUK,79,641,398
Nolidae,Nolinae,Nola,sertalis,Nola sertalis,1883279815,MNHN,59,318,153
Nymphalidae,Nymphalinae,Melitaea,diamina,Melitaea diamina,1039134734,YPM,61,3999,1655
Tortricidae,Chlidanotinae,Peronea,chalybeana,Peronea chalybeana,1317364422,USNM,84,938,802
Geometridae,Ennominae,Macaria,masquerata,Macaria masquerata,1932765121,MSU,34,4684,3138
Pieridae,Pierinae,Catasticta,troezene,Catasticta troezene,1320046023,USNM,65,3082,856
Erebidae,Arctiinae,Watsonidia,navatteae,Watsonidia navatteae,1883279919,MNHN,27,5150,2706
Saturniidae,Saturniinae,Cirina,forda,Cirina forda,1039170828,YPM,74,676,311
Erebidae,Arctiinae,Hemipsilia,coavestis,Hemipsilia coavestis,A52-20160601-043,TESRI,27,5150,2706
Tortricidae,Olethreutinae,Eucosma,raracana,Eucosma raracana,1838880562,MISSA,84,938,802
Hesperiidae,Pyrginae,Erynnis,martialis,Erynnis martialis,2432367399,CSU,39,1463,597
Hesperiidae,Hesperiinae,Poanes,benito,Poanes benito,1039126739,YPM,39,1463,597
Geometridae,Larentiinae,Venusia,cambrica,Venusia cambrica,2432351451,CSU,34,4684,3138
Pieridae,Coliadinae,Colias,pelidne,Colias pelidne,1319184872,USNM,65,3082,856
Hesperiidae,Pyrrhopyginae,Pyrrhopyge,hadassa,Pyrrhopyge hadassa,1039041028,YPM,39,1463,597
Geometridae,Ennominae,Cleora,contiguata,Cleora contiguata,1836106304,NHMUK,34,4684,3138
Nymphalidae,Limenitidinae,Cymothoe,sangaris,Cymothoe sangaris,1039101341,YPM,61,3999,1655
Notodontidae,Spataliinae,Pterostoma,palpina,Pterostoma palpina,3017394774,UTE,60,741,530
Erebidae,Pericopinae,Isostola,thabena,Isostola thabena,1321067354,USNM,27,5150,2706
Erebidae,Arctiinae,Barsine,albidorsalis,Barsine albidorsalis,V37-20180521-068,TESRI,27,5150,2706
Erebidae,Arctiinae,Diaphora,tenera,Diaphora tenera,2432250304,CSU,27,5150,2706
Noctuidae,Noctuinae,Prochloridea,modesta,Prochloridea modesta,2432225588,CSU,58,3700,2182
Noctuidae,Noctuinae,Megalonycta,mediovitta,Megalonycta mediovitta,1212528700,MNHN,58,3700,2182
Geometridae,Ennominae,Alcis,admissaria,Alcis admissaria,undularia,V12-20131223-001,34,4684,3138
Geometridae,Ennominae,Taeniogramma,octolineata,Taeniogramma octolineata,2432307498,CSU,34,4684,3138
Nymphalidae,Ithomiinae,Ithomia,salapia,Ithomia salapia,1039142840,YPM,61,3999,1655
Tortricidae,Olethreutinae,Stictea,mygindiana,Stictea mygindiana,3003599878,TAM,84,938,802
Pieridae,Coliadinae,Colias,croceus,Colias croceus,1319341890,USNM,65,3082,856
Noctuidae,Noctuinae,Mythimna,sinuosa,Mythimna sinuosa,V04-20140425-007,TESRI,58,3700,2182
Lycaenidae,Polyommatinae,Lampides,boeticus,Lampides boeticus,1265620175,NHMUK,48,1283,600
Lycaenidae,Polyommatinae,Glaucopsyche,lygdamus,Glaucopsyche lygdamus,1039182638,YPM,48,1283,600
Hesperiidae,Hesperiinae,Ludens,petrovna,Ludens petrovna,1318278654,USNM,39,1463,597
Erebidae,Boletobiinae,Capnodes,nigerrimasigna,Capnodes nigerrimasigna,A43-20170426-054,TESRI,27,5150,2706
Nymphalidae,Satyrinae,Pierella,nereis,Pierella nereis,1039170960,YPM,61,3999,1655
Noctuidae,Cuculliinae,Mniotype,bathensis,Mniotype bathensis,3017575169,UTE,58,3700,2182
Crambidae,Acentropinae,Elophila,icciusalis,Elophila icciusalis,1932681607,MSU,19,1196,693
Nymphalidae,Satyrinae,Mycalesis,horsfieldii,Mycalesis horsfieldii,1039028457,YPM,61,3999,1655
Gelechiidae,Anacampsinae,Anacampsis,scintillella,Anacampsis scintillella,1585258876,MISSA,33,410,359
Limacodidae,Limacodinae,Parasa,chloris,Parasa chloris,1585245030,MISSA,47,150,72
Pieridae,Pierinae,Colotis,mananhari,Colotis mananhari,1322730292,USNM,65,3082,856
Notodontidae,Unassigned,Comidava,albulana,Comidava albulana,1318135276,USNM,60,741,530
Nymphalidae,Apaturinae,Apatura,iris,Apatura iris,1039176489,YPM,61,3999,1655
Noctuidae,Cuculliinae,Sympistis,dischorda,Sympistis dischorda,2884388563,CSU,58,3700,2182
Erebidae,Calpinae,Episparis,taiwana,Episparis taiwana,A35-20180906-060,TESRI,27,5150,2706
Geometridae,Ennominae,Alcis,postlurida,Alcis postlurida,A64-20170905-019,TESRI,34,4684,3138
Erebidae,Hypeninae,Bertula,kosemponica,Bertula kosemponica,M13-20141020-020,TESRI,27,5150,2706
Geometridae,Larentiinae,Gonanticlea,aversa,Gonanticlea aversa,A37-20130806-044,TESRI,34,4684,3138
Noctuidae,Noctuinae,Euxoa,divergens,Euxoa divergens,2432331799,CSU,58,3700,2182
Gelechiidae,Gelechiinae,Carpatolechia,proximella,Carpatolechia proximella,1585259210,MISSA,33,410,359
Papilionidae,Papilioninae,Euryades,corethrus,Euryades corethrus,1319561610,USNM,64,1096,364
Geometridae,Larentiinae,Venusia,comptaria,Venusia comptaria,2432353273,CSU,34,4684,3138
Drepanidae,Drepaninae,Ourapteryx,pallidula,Ourapteryx pallidula,A41-20140325-063,TESRI,21,318,131
Erebidae,Aventiinae,Corgatha,sogai,Corgatha sogai,1653530806,MNHN,27,5150,2706
Notodontidae,Unassigned,Psilacron,macarisma,Psilacron macarisma,1317370861,USNM,60,741,530
Pieridae,Pierinae,Delias,carstensziana,Delias carstensziana,1319142095,USNM,65,3082,856
Noctuidae,Noctuinae,Spodoptera,mauritia,Spodoptera mauritia,acronyctoides,A37-20180318-037,58,3700,2182
Nymphalidae,Limenitidinae,Catuna,oberthueri,Catuna oberthueri,1039188793,YPM,61,3999,1655
Noctuidae,Agaristinae,Sarbanissa,interposita,Sarbanissa interposita,V38-20190706-031,TESRI,58,3700,2182
Hesperiidae,Hesperiinae,Quinta,cannae,Quinta cannae,1039128474,YPM,39,1463,597
Erebidae,Boletobiinae,Metaphoenia,incongrualis,Metaphoenia incongrualis,A42-20140430-039,TESRI,27,5150,2706
Pieridae,Pierinae,Colotis,subfasciatus,Colotis subfasciatus,1320971185,USNM,65,3082,856
Hesperiidae,Hesperiinae,Cymaenes,monestas,Cymaenes monestas,1317340594,USNM,39,1463,597
Erebidae,Calpinae,Calyptra,minuticornis,Calyptra minuticornis,bisacutum,V02-20140721-023,27,5150,2706
Erebidae,Erebinae,Catocala,separans,Catocala separans,1060795711,YPM,27,5150,2706
Nymphalidae,Morphinae,Taenaris,urania,Taenaris urania,1039035075,YPM,61,3999,1655
Noctuidae,Pantheinae,Panthea,grisea,Panthea grisea,V03-20140917-061,TESRI,58,3700,2182
Crambidae,Spilomelinae,Omiodes,noctescens,Omiodes noctescens,A35-20180317-165,TESRI,19,1196,693
Hesperiidae,Hesperiinae,Alera,triplaga,Alera triplaga,1317529183,USNM,39,1463,597
Erebidae,Lymantriinae,Orgyia,antiqua,Orgyia antiqua,3003619873,TAM,27,5150,2706
Noctuidae,Plusiinae,Syngrapha,orophila,Syngrapha orophila,2467777126,CSU,58,3700,2182
Papilionidae,Parnassiinae,Parnassius,bremeri,Parnassius bremeri,1039047451,YPM,64,1096,364
Crambidae,Pyraustinae,Circobotys,aurealis,Circobotys aurealis,A35-20180317-167,TESRI,19,1196,693
Pieridae,Pierinae,Delias,nais,Delias nais,1837858623,NHMUK,65,3082,856
Pyralidae,Phycitinae,Dioryctria,banksiella,Dioryctria banksiella,1932755671,MSU,71,530,347
Nymphalidae,Nymphalinae,Salamis,cacta,Salamis cacta,1039181113,YPM,61,3999,1655
Erebidae,Catocalinae,Cosmophila,lyona,Cosmophila lyona,A52-20151110-017,TESRI,27,5150,2706
Saturniidae,Hemileucinae,Dirphia,avia,Dirphia avia,1039031124,YPM,74,676,311
Notodontidae,Unassigned,Lobeza,maronia,Lobeza maronia,1322120256,USNM,60,741,530
Papilionidae,Papilioninae,Mimoides,phaon,Mimoides phaon,1039128466,YPM,64,1096,364
Nymphalidae,Satyrinae,Coenonympha,nolckeni,Coenonympha nolckeni,3003640894,TAM,61,3999,1655
Nymphalidae,Charaxinae,Zaretis,syene,Zaretis syene,1321866185,USNM,61,3999,1655
Noctuidae,Noctuinae,Apamea,cuculliformis,Apamea cuculliformis,2884390318,CSU,58,3700,2182
Erebidae,Lithosiinae,Viettesia,pantherina,Viettesia pantherina,1883279612,MNHN,27,5150,2706
Nymphalidae,Heliconiinae,Argynnis,egleis,Argynnis egleis,1318036291,USNM,61,3999,1655
Pieridae,Coliadinae,Phoebis,bourkei,Phoebis bourkei,1318864298,USNM,65,3082,856
Erebidae,Erebinae,Thalatta,fasciosa,Thalatta fasciosa,V36-20180421-026,TESRI,27,5150,2706
Pieridae,Pierinae,Delias,chimbu,Delias chimbu,1319179290,USNM,65,3082,856
Noctuidae,Dyopsinae,Moma,abbreviata,Moma abbreviata,A63-20190425-193,TESRI,58,3700,2182
Ethmiidae,Ethmiinae,Ethmia,epilygella,Ethmia epilygella,1322671070,USNM,29,69,53
Lycaenidae,Poritiinae,Iridopsis,fragilaria,Iridopsis fragilaria,1932762700,MSU,48,1283,600
Erebidae,Arctiinae,Eilema,laurenconi,Eilema laurenconi,1883279734,MNHN,27,5150,2706
Erebidae,Arctiinae,Nishada,flabrifera,Nishada flabrifera,1265651422,NHMUK,27,5150,2706
Geometridae,Ennominae,Loxaspilates,arrizanaria,Loxaspilates arrizanaria,V37-20190218-060,TESRI,34,4684,3138
Nymphalidae,Danainae,Ideopsis,gaura,Ideopsis gaura,1039037335,YPM,61,3999,1655
Pyralidae,Phycitinae,Ancylosis,morrisonella,Ancylosis morrisonella,1932755598,MSU,71,530,347
Crambidae,Spilomelinae,Glyphodes,chilka,Glyphodes chilka,A38-20140728-157,TESRI,19,1196,693
Hesperiidae,Hesperiinae,Hesperia,sassacus,Hesperia sassacus,2432268530,CSU,39,1463,597
Noctuidae,Noctuinae,Agrotis,lanzarotensis,Agrotis lanzarotensis,1563875300,MNHN,58,3700,2182
Noctuidae,Noctuinae,Ulolonche,niveiguttata,Ulolonche niveiguttata,2432338542,CSU,58,3700,2182
Nymphalidae,Nymphalinae,Aglais,urticae,Aglais urticae,1039119808,YPM,61,3999,1655
Nymphalidae,Nymphalinae,Melitaea,persea,Melitaea persea,3017458397,UTE,61,3999,1655
Papilionidae,Papilioninae,Trogonoptera,brookiana,Trogonoptera brookiana,2446312802,NHMUK,64,1096,364
Limacodidae,Unassigned,Cania,heppneri,Cania heppneri,A35-20171023-106,TESRI,47,150,72
Lycaenidae,Polyommatinae,Plebejus,argyrognomon,Plebejus argyrognomon,3003652488,TAM,48,1283,600
Geometridae,Larentiinae,Gonanticlea,occlusata,Gonanticlea occlusata,1826442170,NHMUK,34,4684,3138
Tortricidae,Tortricinae,Tortrix,clemensiana,Tortrix clemensiana,1319890609,USNM,84,938,802
Geometridae,Ennominae,Krananda,semihyalina,Krananda semihyalina,V04-20140721-037,TESRI,34,4684,3138
Nymphalidae,Nymphalinae,Junonia,orithya,Junonia orithya,1039155948,YPM,61,3999,1655
Hyblaeidae,Hypocalinae,Hyblaea,madagascariensis,Hyblaea madagascariensis,1563875498,MNHN,40,11,5
Lycaenidae,Theclinae,Hypostrymon,critola,Hypostrymon critola,1039072820,YPM,48,1283,600
Geometridae,Ennominae,Gnophos,caenosa,Gnophos caenosa,A41-20180621-006,TESRI,34,4684,3138
Geometridae,Ennominae,Syrtodes,zofra,Syrtodes zofra,1319082192,USNM,34,4684,3138
Pieridae,Pierinae,Pontia,beckerii,Pontia beckerii,1039116605,YPM,65,3082,856
Nymphalidae,Biblidinae,Eunica,malvina,Eunica malvina,2301952086,YPM,61,3999,1655
Tortricidae,Tortricinae,Chiraps,alloica,Chiraps alloica,A58-20171125-067,TESRI,84,938,802
Noctuidae,Amphipyrinae,Amphipyra,pyramidea,Amphipyra pyramidea,1846474348,MISSA,58,3700,2182
Geometridae,Sterrhinae,Scopula,subtilata,Scopula subtilata,1055370231,NHMUK,34,4684,3138
Hesperiidae,Hesperiinae,Hesperia,comma,Hesperia comma,2432366768,CSU,39,1463,597
Geometridae,Larentiinae,Cosmorhoe,ocellata,Cosmorhoe ocellata,3017394592,UTE,34,4684,3138
Pieridae,Coliadinae,Pyrisitia,leuce,Pyrisitia leuce,2301952381,YPM,65,3082,856
Erebidae,Arctiinae,Amaxia,tenuesignata,Amaxia tenuesignata,1883280052,MNHN,27,5150,2706
Nymphalidae,Satyrinae,Erebia,rossii,Erebia rossii,1039109463,YPM,61,3999,1655
Geometridae,Ennominae,Pityeja,picta,Pityeja picta,1322550510,USNM,34,4684,3138
Nymphalidae,Satyrinae,Euptychia,insolata,Euptychia insolata,2592901766,NHMUK,61,3999,1655
Noctuidae,Heliothinae,Schinia,petulans,Schinia petulans,2244420500,MISSA,58,3700,2182
Noctuidae,Cuculliinae,Cucullia,artemisiae,Cucullia artemisiae,1847697180,NHMUK,58,3700,2182
Erebidae,Arctiinae,Elysius,superba,Elysius superba,1838878717,MISSA,27,5150,2706
Noctuidae,Noctuinae,Orthosia,kurosawai,Orthosia kurosawai,V37-20190218-039,TESRI,58,3700,2182
Nymphalidae,Morphinae,Brassolis,sophorae,Brassolis sophorae,1039089255,YPM,61,3999,1655
Geometridae,Sterrhinae,Semaeopus,fulvescens,Semaeopus fulvescens,1319916758,USNM,34,4684,3138
Yponomeutidae,Argyresthiinae,Argyresthia,sorbiella,Argyresthia sorbiella,3003717496,TAM,87,29,28
Hesperiidae,Hesperiinae,Saliana,longirostris,Saliana longirostris,2432267575,CSU,39,1463,597
Pieridae,Pierinae,Pareronia,avatar,Pareronia avatar,1322506788,USNM,65,3082,856
Sphingidae,Smerinthinae,Ambulyx,ochracea,Ambulyx ochracea,A46-20150128-180,TESRI,79,641,398
Nymphalidae,Heliconiinae,Acraea,jodutta,Acraea jodutta,1039148280,YPM,61,3999,1655
Tortricidae,Tortricinae,Eupoecilia,cracens,Eupoecilia cracens,1322207492,USNM,84,938,802
Erebidae,Erebinae,Entomogramma,fautrix,Entomogramma fautrix,V20-20150417-006,TESRI,27,5150,2706
Noctuidae,Noctuinae,Chalcopasta,fulgens,Chalcopasta fulgens,2432357592,CSU,58,3700,2182
Papilionidae,Papilioninae,Papilio,maackii,Papilio maackii,3003631061,TAM,64,1096,364
Papilionidae,Papilioninae,Papilio,iswara,Papilio iswara,1039128676,YPM,64,1096,364
Tortricidae,Olethreutinae,Olethreutes,griseoalbanum,Olethreutes griseoalbanum,1838875509,MISSA,84,938,802
