,Taxon,Sex,Name,Suborder,Family,Species
2637,Macroheterocera|Noctuidae|Xyleninae|Nyctycia adnivis,Male,Nyctycia adnivis_male_MSE2000_18-XI-2015_SWu&JCHuang_006_800,Macroheterocera,Noctuidae,Nyctycia adnivis
2638,Macroheterocera|Noctuidae|Xyleninae|Nyctycia endoi endoi,Female,Nyctycia endoi_female_800,Macroheterocera,Noctuidae,Nyctycia endoi endoi
2639,Macroheterocera|Noctuidae|Xyleninae|Nyctycia hoenei simonyii,Female,Nyctycia hoenei simonyi_female_Yulao_11-I-2016_APCheng_800px,Macroheterocera,Noctuidae,Nyctycia hoenei simonyii
2640,Macroheterocera|Noctuidae|Xyleninae|Nyctycia mesomelana formosana,Female,Nyctycia mesomelana_female_800,Macroheterocera,Noctuidae,Nyctycia mesomelana formosana
2641,Macroheterocera|Noctuidae|Xyleninae|Nyctycia stenoptera minori,Male,Nyctycia sp_male_Guanyindong_7-I-2013_TGLai_01_2400,Macroheterocera,Noctuidae,Nyctycia stenoptera minori
2642,Macroheterocera|Noctuidae|Xyleninae|Nyctycia stenoptera minori,Female,Nyctycia stenoptera minori_Donyenshan_ESG6675-80 combine,Macroheterocera,Noctuidae,Nyctycia stenoptera minori
2643,Macroheterocera|Noctuidae|Xyleninae|Nyctycia stenoptera minori,Female,Nyctycia stenoptera minori_female_Jianshi_1000m_11-I-2020_SWu_TFRI209546,Macroheterocera,Noctuidae,Nyctycia stenoptera minori
2644,Macroheterocera|Noctuidae|Xyleninae|Nyctycia stenoptera minori,Male,Nyctycia stenoptera minori_male_Jianshi_1000m_11-I-2020_SWu_TFRI209545,Macroheterocera,Noctuidae,Nyctycia stenoptera minori
2645,Macroheterocera|Noctuidae|Xyleninae|Nyctycia strigidisca nigridorsi,Female,Nyctycia strigidisca_female_800,Macroheterocera,Noctuidae,Nyctycia strigidisca nigridorsi
2646,Macroheterocera|Noctuidae|Xyleninae|Nyctyciomorpha plagiogramma,Female,Nyctyciomorpha plagiogramma_female_MSE2000_18-XI-2015_SWu&JCHuang_005_800,Macroheterocera,Noctuidae,Nyctyciomorpha plagiogramma
2647,Macroheterocera|Noctuidae|Xyleninae|Nyctyciomorpha plagiogramma,Male,Nyctyciomorpha plagiogramma_male_Meifeng_9-XI-2012_SWu&WCChang_19,Macroheterocera,Noctuidae,Nyctyciomorpha plagiogramma
2648,Microlepidoptera|Crambidae|Nymphicula yoshiyasui,Female,Nymphicula yoshiyasui 吉安氏簑水螟蛾_13mm_female_ESRI_1,Microlepidoptera,Crambidae,Nymphicula yoshiyasui
2649,Macroheterocera|Geometridae|Ennominae|Obeidia vagipardata albomarginata,Male,Obeidia vagipardata albomarginata_male_SWUBR2018-350_1,Macroheterocera,Geometridae,Obeidia vagipardata albomarginata
2650,Macroheterocera|Geometridae|Ennominae|Ocoelophora lentiginosaria festa,Male,Ocoelophora lentiginosaria festa_male_Taimali_26-II-2014_YCLin_007,Macroheterocera,Geometridae,Ocoelophora lentiginosaria festa
2651,Macroheterocera|Lasiocampidae|Odonestis bheroba formosae,Male,Odonestis bheroba formosae_male_Cien_20-VIII-2015_SWu_010_1_1_800px,Macroheterocera,Lasiocampidae,Odonestis bheroba formosae
2652,Macroheterocera|Lasiocampidae|Odonestis bheroba formosae,Male,Odonestis bheroba formosae_male_TFRI_037_800,Macroheterocera,Lasiocampidae,Odonestis bheroba formosae
2653,Macroheterocera|Lasiocampidae|Odonestis pruni rufescens,Male,Odonestis pruni_male_TFRI_033_800,Macroheterocera,Lasiocampidae,Odonestis pruni rufescens
2654,Macroheterocera|Noctuidae|Hadeninae|Odontestra laszlogabi,Male,Odontestra laszlogabi_male_Taipingshan_29-VIII-2014_SWu&WCChang_19,Macroheterocera,Noctuidae,Odontestra laszlogabi
2655,Macroheterocera|Geometridae|Ennominae|Odontopera albiguttulata,Male,Odontopera albiguttulata_male,Macroheterocera,Geometridae,Odontopera albiguttulata
2656,Macroheterocera|Geometridae|Ennominae|Odontopera bilinearia subarida,Female,Odontopera bilinearia subarida_female_Tayuling_7-II-2013_SWu_01_1_1_800,Macroheterocera,Geometridae,Odontopera bilinearia subarida
2657,Macroheterocera|Geometridae|Ennominae|Odontopera bilinearia subarida,Female,Odontopera bilinearia_female_MOH_45mm,Macroheterocera,Geometridae,Odontopera bilinearia subarida
2658,Macroheterocera|Geometridae|Ennominae|Odontopera bilinearia subarida,Male,Odontopera bilinearia_male,Macroheterocera,Geometridae,Odontopera bilinearia subarida
2659,Macroheterocera|Geometridae|Ennominae|Odontopera albiguttulata,Male,Odontopera hehuanshana_male_001,Macroheterocera,Geometridae,Odontopera albiguttulata
2660,Macroheterocera|Geometridae|Ennominae|Odontopera hehuanshana,Male,Odontopera hehuanshana_male_Tayuling_7-II-2013_SWu_02_1_1_800,Macroheterocera,Geometridae,Odontopera hehuanshana
2661,Macroheterocera|Geometridae|Ennominae|Odontopera insulata insulata,Male,"Odontopera insulata insulata_male_Guanwu_29-IV-2011_SWu,WCChang&MTHsiao_04_mana",Macroheterocera,Geometridae,Odontopera insulata insulata
2662,Macroheterocera|Geometridae|Ennominae|Odontopera insulata insulata,Female,Odontopera insulata_female_MOG_39mm,Macroheterocera,Geometridae,Odontopera insulata insulata
2663,Macroheterocera|Geometridae|Ennominae|Odontopera insulata insulata,Male,Odontopera insulata_male,Macroheterocera,Geometridae,Odontopera insulata insulata
2664,Macroheterocera|Erebidae|Erebinae|Oglasa costimacula,Female,Oglasa costimacula_female_Sianjiyen_23-IV-2016_SWu_010,Macroheterocera,Erebidae,Oglasa costimacula
2665,Macroheterocera|Erebidae|Rivulinae|Oglasa mediopallens,Male,Oglasa mediopallens_female_27mm,Macroheterocera,Erebidae,Oglasa mediopallens
2666,Macroheterocera|Erebidae|Lymantriinae|Olene dudgeoni,Female,Olene dudgeoni_01_1,Macroheterocera,Erebidae,Olene dudgeoni
2667,Macroheterocera|Erebidae|Lymantriinae|Olene dudgeoni,Male,Olene dudgeoni_05_1,Macroheterocera,Erebidae,Olene dudgeoni
2668,Macroheterocera|Erebidae|Lymantriinae|Olene dudgeoni,Male,Olene dudgeoni_male_01_mana_1800,Macroheterocera,Erebidae,Olene dudgeoni
2669,Macroheterocera|Erebidae|Lymantriinae|Olene mendosa,Male,Olene mendosa_01_1,Macroheterocera,Erebidae,Olene mendosa
2670,Macroheterocera|Erebidae|Lymantriinae|Olene mendosa,Female,Olene mendosa_female,Macroheterocera,Erebidae,Olene mendosa
2671,Macroheterocera|Erebidae|Lymantriinae|Olene mendosa,Female,Olene mendosa_female_Nanchung_1800,Macroheterocera,Erebidae,Olene mendosa
2672,Macroheterocera|Erebidae|Lymantriinae|Olene mendosa,Male,Olene mendosa_male_Duoliang_11-XII-2015_SFHuang&LTHsieh_01,Macroheterocera,Erebidae,Olene mendosa
2673,Macroheterocera|Erebidae|Lymantriinae|Olene suisharyonis,Female,Olene suisharyonis_female_800px,Macroheterocera,Erebidae,Olene suisharyonis
2674,Macroheterocera|Erebidae|Lymantriinae|Olene suisharyonis,Female,Olene suisharyonis_female_MOH_48mm,Macroheterocera,Erebidae,Olene suisharyonis
2675,Macroheterocera|Noctuidae|Xyleninae|Olivenebula monticola,Male,Olivenebula monticola_male_800px,Macroheterocera,Noctuidae,Olivenebula monticola
2676,Macroheterocera|Noctuidae|Xyleninae|Olivenebula oberthueri,Female,Olivenebula oberthueri_female_TFRI,Macroheterocera,Noctuidae,Olivenebula oberthueri
2677,Macroheterocera|Noctuidae|Xyleninae|Olivenebula oberthueri,Male,Olivenebula oberthueri_male-2_800px,Macroheterocera,Noctuidae,Olivenebula oberthueri
2678,Macroheterocera|Noctuidae|Xyleninae|Olivenebula oberthueri,Male,Olivenebula oberthueri_male_800px,Macroheterocera,Noctuidae,Olivenebula oberthueri
2679,Microlepidoptera|Crambidae,Male,Omiodes noctescens 長肩嚙葉野螟蛾_35mm_male_ESRI_1,Microlepidoptera,Crambidae,Omiodes noctescens
2680,Macroheterocera|Erebidae|Erebinae|Ommatophora luminosa,Male,Ommatophora luminosa_male_58mm_800,Macroheterocera,Erebidae,Ommatophora luminosa
2681,Microlepidoptera|Pyralidae|Omphalomia hirta,Female,"Omphalomia hirta (South, 1901)_feamle_Basienshan_28-VI-2013_SWu&WCChang_011_800",Microlepidoptera,Pyralidae,Omphalomia hirta
2682,Macroheterocera|Geometridae|Larentiinae|Operophtera brunnea,Male,Operophtera brunnea_male_Meifeng_2-I-2012_SWu-01_2400px,Macroheterocera,Geometridae,Operophtera brunnea
2683,Macroheterocera|Erebidae|Erebinae|Ophiusa microtirhaca,Male,Ophiusa microtirhaca_male_HT_NSMT2015_105,Macroheterocera,Erebidae,Ophiusa microtirhaca
2684,Macroheterocera|Erebidae|Erebinae|Ophiusa tirhaca,Male,Ophiusa tirhaca_male,Macroheterocera,Erebidae,Ophiusa tirhaca
2685,Macroheterocera|Erebidae|Erebinae|Ophiusa tirhaca,Male,Ophiusa tirhaca_male_72mm_800,Macroheterocera,Erebidae,Ophiusa tirhaca
2686,Macroheterocera|Erebidae|Erebinae|Ophiusa tirhaca,Male,Ophiusa tirhaca_male_Chin-maTunnel_ESRI_020,Macroheterocera,Erebidae,Ophiusa tirhaca
2687,Macroheterocera|Erebidae|Erebinae|Ophiusa trapezium,Male,Ophiusa trapezium_male_FBG_12-XI-2010_SWu-010_800,Macroheterocera,Erebidae,Ophiusa trapezium
2688,Macroheterocera|Erebidae|Erebinae|Ophiusa trapezium,Male,Ophiusa trapezium_male_NSMT2015_308,Macroheterocera,Erebidae,Ophiusa trapezium
2689,Macroheterocera|Erebidae|Erebinae|Ophiusa triphaenoides,Female,Ophiusa triphaenoides_female_NSMT2015_252_1,Macroheterocera,Erebidae,Ophiusa triphaenoides
2690,Macroheterocera|Erebidae|Erebinae|Ophiusa triphaenoides,Male,Ophiusa triphaenoides_male_NSMT2015_310,Macroheterocera,Erebidae,Ophiusa triphaenoides
2691,Macroheterocera|Erebidae|Erebinae|Ophiusa triphaenoides,Female,Ophiusa triphaenoides_male_NSMT2015_312,Macroheterocera,Erebidae,Ophiusa triphaenoides
2692,Macroheterocera|Geometridae|Ennominae|Opisthograptis moelleri,Female,Opisthograptis moelleri_female_Guanwu_28-VIII-2010_SWu-13_mana,Macroheterocera,Geometridae,Opisthograptis moelleri
2693,Macroheterocera|Geometridae|Ennominae|Opisthograptis moelleri,Female,Opisthograptis moelleri_female_NSMT2015_166_1_800,Macroheterocera,Geometridae,Opisthograptis moelleri
2694,Macroheterocera|Erebidae|Calpinae|Oraesia argyrosticta,Female,Oraesia argyrosticta_male_Siyuanyako_9-X-2012_SW_800px,Macroheterocera,Erebidae,Oraesia argyrosticta
2695,Macroheterocera|Erebidae|Calpinae|Oraesia excavata,Male,"Oraesia excavata (Butler, 1878)_male_Zhongyunshan_01_800",Macroheterocera,Erebidae,Oraesia excavata
2696,Macroheterocera|Erebidae|Calpinae|Oraesia excavata,Female,Oraesia excavata_male_Zhongyunshan_29-V-2015_SWu&WCChang_1,Macroheterocera,Erebidae,Oraesia excavata
2697,Macroheterocera|Drepanidae|Oreta fuscopurpurea,Male,Oreta fuscopurpurea_male_FBG_10-IV-2015_SWu&WCChang_14_1_1_800,Macroheterocera,Drepanidae,Oreta fuscopurpurea
2698,Macroheterocera|Drepanidae|Oreta fuscopurpurea,Male,Oreta fuscopurpurea_male_MSE1750_19-20-XI-2015_SWu_03_2400px,Macroheterocera,Drepanidae,Oreta fuscopurpurea
2699,Macroheterocera|Drepanidae|Oreta griseotincta,Male,Oreta griseotincta__male_Nanchung_9-XI-2019_TFRI209293_1,Macroheterocera,Drepanidae,Oreta griseotincta
2700,Macroheterocera|Drepanidae|Oreta insignis,Male,Oreta insignis_male_Meifeng_20-VII-2015_09_1_1_800px,Macroheterocera,Drepanidae,Oreta insignis
2701,Macroheterocera|Geometridae|Sterrhinae|Organopoda carnearia carnearia,Male,Organopoda carnearia_female_29mm,Macroheterocera,Geometridae,Organopoda carnearia carnearia
2702,Macroheterocera|Uraniidae|Oroplema plagifera,Female,Oroplema plagifera_female_Guanwu_17-VI-2015_SWu&MOwada_107_800,Macroheterocera,Uraniidae,Oroplema plagifera
2703,Macroheterocera|Noctuidae|Xyleninae|Oroplexia erinacea erinacea,Female,Oroplexia erinacea_female_PT_TFRI_2400,Macroheterocera,Noctuidae,Oroplexia erinacea erinacea
2704,Macroheterocera|Noctuidae|Xyleninae|Oroplexia variegata,Female,Oroplexia variegata_female_800px,Macroheterocera,Noctuidae,Oroplexia variegata
2705,Macroheterocera|Noctuidae|Xyleninae|Oroplexia variegata,Male,Oroplexia variegata_male_800px,Macroheterocera,Noctuidae,Oroplexia variegata
2706,Macroheterocera|Geometridae|Geometrinae|Orothalassodes pervulgatus,Male,Orothalassodes pervulgatus_male_TFRI_013_1,Macroheterocera,Geometridae,Orothalassodes pervulgatus
2707,Macroheterocera|Geometridae|Geometrinae|Orothalassodes pervulgatus,Male,Orothalassodes pervulgatus_male_TFRI_015_1,Macroheterocera,Geometridae,Orothalassodes pervulgatus
2708,Macroheterocera|Geometridae|Ennominae|Orthobrachia simpliciata,Male,Orthobrachia simpliciata_male_G20150908-188_01_1,Macroheterocera,Geometridae,Orthobrachia simpliciata
2709,Macroheterocera|Geometridae|Ennominae|Orthocabera sericea sericea,Male,Orthocabera sericea_male_800,Macroheterocera,Geometridae,Orthocabera sericea sericea
2710,Macroheterocera|Geometridae|Ennominae|Orthocabera tinagmaria,Female,Orthocabera tinagmaria_female_Guanwu_2015_011_mana,Macroheterocera,Geometridae,Orthocabera tinagmaria
2711,Macroheterocera|Noctuidae|Xyleninae|Orthogonia plumbinotata,Female,Orthogonia plumbinotata_female_Dongpu Lodge_4-VIII-2011_SWu&WCChang_TFRI00138549-01_800,Macroheterocera,Noctuidae,Orthogonia plumbinotata
2712,Macroheterocera|Noctuidae|Xyleninae|Orthogonia plumbinotata,Male,Orthogonia plumbinotata_male_G20150707-382,Macroheterocera,Noctuidae,Orthogonia plumbinotata
2713,Macroheterocera|Noctuidae|Xyleninae|Orthogonia plumbinotata,Male,Orthogonia plumbinotata_male_Takjinxi_19-VI-2015_CCYang_005_800,Macroheterocera,Noctuidae,Orthogonia plumbinotata
2714,Macroheterocera|Geometridae|Larentiinae|Orthonama obstipata,Female,Orthonama obstipata_female_Yulao_12-I-2014_-01_logan.jpeg_800px,Macroheterocera,Geometridae,Orthonama obstipata
2715,Macroheterocera|Noctuidae|Hadeninae|Orthosia alishana,Female,"Orthosia alishana Sugi, 1986_female_Tsueifeng_27-I-2015_SWu_TFRI_800",Macroheterocera,Noctuidae,Orthosia alishana
2716,Macroheterocera|Noctuidae|Hadeninae|Orthosia conspecta,Male,Orthosia conspecta_male_NSMT2015_280_1_800,Macroheterocera,Noctuidae,Orthosia conspecta
2717,Macroheterocera|Noctuidae|Hadeninae|Orthosia lushana,Female,Orthosia lushana_female_Tiangxiang_25-II-2017_Luetal_TFRI_01,Macroheterocera,Noctuidae,Orthosia lushana
2718,Macroheterocera|Noctuidae|Hadeninae|Orthosia lushana,Male,Orthosia lushana_male_Tiangxiang_25-II-2017_Luetal_TFRI_01,Macroheterocera,Noctuidae,Orthosia lushana
2719,Macroheterocera|Erebidae|Herminiinae|Orthozona curvilineata,Female,Orthozona curvilineata_female_TFRI_800px,Macroheterocera,Erebidae,Orthozona curvilineata
2720,Macroheterocera|Erebidae|Herminiinae|Orthozona curvilineata,Male,Orthozona curvilineata_male_Guanwu_17-VI-2015_SWu&MOwada_114_TFRI_800px,Macroheterocera,Erebidae,Orthozona curvilineata
2721,Macroheterocera|Erebidae|Herminiinae|Orthozona curvilineata,Male,Orthozona curvilineata_male_TFRI_800px,Macroheterocera,Erebidae,Orthozona curvilineata
2722,Macroheterocera|Erebidae|Boletobiinae|Oruza mira,Female,Oruza mira_female_Nanchung_4-IV-2020_SWu026,Macroheterocera,Erebidae,Oruza mira
2723,Microlepidoptera|Pyralidae|Orybina flaviplaga,Male,Orybina flaviplaga 金雙斑螟蛾_36mm_male_ESRI,Microlepidoptera,Pyralidae,Orybina flaviplaga
2724,Macroheterocera|Geometridae|Ennominae|Ourapteryx caecata,Female,Ourapteryx caecata_female_Takjinxi_19-VI-2015_CCYang_005_1_2400px,Macroheterocera,Geometridae,Ourapteryx caecata
2725,Macroheterocera|Geometridae|Ennominae|Ourapteryx caecata,Male,Ourapteryx caecata_male_800px,Macroheterocera,Geometridae,Ourapteryx caecata
2726,Macroheterocera|Geometridae|Ennominae|Ourapteryx changi,Female,Ourapteryx changi_female_MTTS57101,Macroheterocera,Geometridae,Ourapteryx changi
2727,Macroheterocera|Geometridae|Ennominae|Ourapteryx changi,Male,Ourapteryx changi_male_800px,Macroheterocera,Geometridae,Ourapteryx changi
2728,Macroheterocera|Geometridae|Ennominae|Ourapteryx clara formosana,Male,Ourapteryx clara formosana_male_FBG_29-XII-2019_SWu_001,Macroheterocera,Geometridae,Ourapteryx clara formosana
2729,Macroheterocera|Geometridae|Ennominae|Ourapteryx clara formosana,Female,Ourapteryx clara_female_800px,Macroheterocera,Geometridae,Ourapteryx clara formosana
2730,Macroheterocera|Geometridae|Ennominae|Ourapteryx flavovirens,Female,Ourapteryx flavovirens_female_800px,Macroheterocera,Geometridae,Ourapteryx flavovirens
2731,Macroheterocera|Geometridae|Ennominae|Ourapteryx flavovirens,Male,Ourapteryx flavovirens_male_800px,Macroheterocera,Geometridae,Ourapteryx flavovirens
2732,Macroheterocera|Geometridae|Ennominae|Ourapteryx monticola,Male,Ourapteryx monticola_male_MSE2000_18-XI-2015_SWu&JCHuang_001_800,Macroheterocera,Geometridae,Ourapteryx monticola
2733,Macroheterocera|Geometridae|Ennominae|Ourapteryx nigrociliaris magnifica,Female,Ourapteryx nigrociliaris magnifica_female_Guanyuan,Macroheterocera,Geometridae,Ourapteryx nigrociliaris magnifica
2734,Macroheterocera|Geometridae|Ennominae|Ourapteryx nigrociliaris magnifica,Male,Ourapteryx nigrociliaris magnifica_male_Guanwu_breeding_01_1,Macroheterocera,Geometridae,Ourapteryx nigrociliaris magnifica
2735,Macroheterocera|Geometridae|Ennominae|Ourapteryx nigrociliaris magnifica,Male,Ourapteryx nigrociliaris magnifica_male_Guanwu_breeding_03_1,Macroheterocera,Geometridae,Ourapteryx nigrociliaris magnifica
2736,Macroheterocera|Geometridae|Ennominae|Ourapteryx pallidula,Female,Ourapteryx pallidula_female_MTTS146_01,Macroheterocera,Geometridae,Ourapteryx pallidula
2737,Macroheterocera|Geometridae|Ennominae|Ourapteryx ramosa,Male,Ourapteryx ramosa_male_800px,Macroheterocera,Geometridae,Ourapteryx ramosa
2738,Macroheterocera|Geometridae|Ennominae|Ourapteryx sciticaudaria,Female,"Ourapteryx sciticaudaria_female_Guanwu_29-IV-2011_SWu,WCChang&MTHsiao_mana_800",Macroheterocera,Geometridae,Ourapteryx sciticaudaria
2739,Macroheterocera|Geometridae|Ennominae|Ourapteryx sciticaudaria,Male,Ourapteryx sciticaudaria_male_800px,Macroheterocera,Geometridae,Ourapteryx sciticaudaria
2740,Macroheterocera|Geometridae|Ennominae|Ourapteryx venusta,Female,Ourapteryx sp_Guanyuan_13-IX-2012_SW-07_800px,Macroheterocera,Geometridae,Ourapteryx venusta
2741,Macroheterocera|Geometridae|Ennominae|Ourapteryx taiwana,Male,Ourapteryx taiwana_female,Macroheterocera,Geometridae,Ourapteryx taiwana
2742,Macroheterocera|Geometridae|Ennominae|Ourapteryx taiwana,Male,Ourapteryx taiwana_male,Macroheterocera,Geometridae,Ourapteryx taiwana
2743,Macroheterocera|Geometridae|Ennominae|Ourapteryx variolaria,Female,Ourapteryx variolaria_female_800px,Macroheterocera,Geometridae,Ourapteryx variolaria
2744,Macroheterocera|Geometridae|Ennominae|Ourapteryx variolaria,Female,Ourapteryx variolaria_female_Xiaofengko_17-VIII-2015_SWu_04,Macroheterocera,Geometridae,Ourapteryx variolaria
2745,Macroheterocera|Geometridae|Ennominae|Ourapteryx venusta,Male,Ourapteryx venusta_male_800px,Macroheterocera,Geometridae,Ourapteryx venusta
2746,Macroheterocera|Geometridae|Ennominae|Ourapteryx yerburii virescens,Male,Ourapteryx yerburii virescens_male_Jianshi_11-I-2020_SWu_007_1,Macroheterocera,Geometridae,Ourapteryx yerburii virescens
2747,Macroheterocera|Geometridae|Ennominae|Oxymacaria deformis,Female,Oxymacaria deformis_female_20-VII-2015_SWu_TFRI178898_01_800,Macroheterocera,Geometridae,Oxymacaria deformis
2748,Macroheterocera|Geometridae|Ennominae|Oxymacaria deformis,Female,Oxymacaria deformis_female_22-III-2012_TFRI178108_dissected_01,Macroheterocera,Geometridae,Oxymacaria deformis
2749,Macroheterocera|Geometridae|Ennominae|Oxymacaria normata arisana,Female,Oxymacaria deformis_female_Fushan_11-IV-2015_SWu_02_1_800,Macroheterocera,Geometridae,Oxymacaria normata arisana
2750,Macroheterocera|Geometridae|Ennominae|Oxymacaria deformis,Male,Oxymacaria deformis_male_25-VI-2012_SWu&WCChang_TFRI148893_dissected_01,Macroheterocera,Geometridae,Oxymacaria deformis
2751,Macroheterocera|Geometridae|Ennominae|Oxymacaria deformis,Male,Oxymacaria deformis_male_800,Macroheterocera,Geometridae,Oxymacaria deformis
2752,Macroheterocera|Geometridae|Ennominae|Oxymacaria deformis,Male,Oxymacaria normata_male_800,Macroheterocera,Geometridae,Oxymacaria deformis
2753,Macroheterocera|Geometridae|Ennominae|Oxymacaria temeraria temeraria,Female,Oxymacaria temeraria_female_800,Macroheterocera,Geometridae,Oxymacaria temeraria temeraria
2754,Macroheterocera|Geometridae|Ennominae|Oxymacaria temeraria temeraria,Male,Oxymacaria temeraria_male_MSE1750_19-20-XI-2015_SWu_02,Macroheterocera,Geometridae,Oxymacaria temeraria temeraria
2755,Macroheterocera|Geometridae|Ennominae|Oxymacaria truncaria truncaria,Female,Oxymacaria truncaria_female,Macroheterocera,Geometridae,Oxymacaria truncaria truncaria
2756,Macroheterocera|Geometridae|Ennominae|Oxymacaria truncaria truncaria,Male,Oxymacaria truncaria_male_800,Macroheterocera,Geometridae,Oxymacaria truncaria truncaria
2757,Macroheterocera|Geometridae|Desmobathrinae|Ozola defectata,Male,Ozola defectata_male_Gangziliaoshan_14-VII-2015_SWu&WCChang_011_1_800,Macroheterocera,Geometridae,Ozola defectata
2758,Macroheterocera|Geometridae|Desmobathrinae|Ozola defectata,Male,Ozola defectata_male_SWUBR2018-078_1800,Macroheterocera,Geometridae,Ozola defectata
2759,Microlepidoptera|Crambidae|Pachynoa thoosalis,Female,Pachynoa thoosalis 雲斑碩野螟蛾_42mm_female_ESRI_1,Microlepidoptera,Crambidae,Pachynoa thoosalis
2760,Macroheterocera|Geometridae|Geometrinae|Pachyodes subtrita,Male,Pachyodes subtrita_male_Cilan_420_4-V-2018_SWu_TFRI_41_ed,Macroheterocera,Geometridae,Pachyodes subtrita
2761,Macroheterocera|Geometridae|Geometrinae|Pachyodes subtrita,Male,Pachyodes subtritus_male_Biluxi_1-VII-2015_SSLu_14_1,Macroheterocera,Geometridae,Pachyodes subtrita
2762,Macroheterocera|Lasiocampidae|Pachypasoides albisparsus,Male,Pachypasoides albisparsus_male_TFRI_041_800,Macroheterocera,Lasiocampidae,Pachypasoides albisparsus
2763,Microlepidoptera|Crambidae|Pagyda lustralis,Female,Pagyda lustralis 黃尖鬚野螟蛾_19mm_female_ESRI_1,Microlepidoptera,Crambidae,Pagyda lustralis
2764,Microlepidoptera|Crambidae|Pagyda nebulosa,Male,Pagyda nebulosa 雲尖鬚野螟蛾_24mm_male_ESRI_1,Microlepidoptera,Crambidae,Pagyda nebulosa
2765,Macroheterocera|Geometridae|Larentiinae|Palaeomystis falcataria,Male,Palaeomystis falcataria_male_Xitou_19-X-2019_SWu_TFRI029050_1_dissected_800,Macroheterocera,Geometridae,Palaeomystis falcataria
2766,Macroheterocera|Eupterotidae|Palirisa cervina formosana,Female,Palirisa cervina formosana_female_06_800,Macroheterocera,Eupterotidae,Palirisa cervina formosana
2767,Microlepidoptera|Hepialidae|Palpifer hopponis,Male,Palpifer hopponis_male_SWUBR2019-213_1,Microlepidoptera,Hepialidae,Palpifer hopponis
2768,Microlepidoptera|Crambidae|Palpita asiaticalis,Female,Palpita asiaticalis 亞洲白蠟絹鬚野螟蛾_27mm_female_ESRI_1,Microlepidoptera,Crambidae,Palpita asiaticalis
2769,Microlepidoptera|Crambidae|Pseudargyria interruptella,Male,Palpita warrenalis 白臘擬絹野螟蛾_26mm_male_ESRI_1,Microlepidoptera,Crambidae,Palpita warrenalis
2770,Macroheterocera|Geometridae|Geometrinae|Pamphlebia rubrolimbraria,Male,Pamphlebia rubrolimbraria_male_Shouka_27-X-2011_TFRI_01,Macroheterocera,Geometridae,Pamphlebia rubrolimbraria
2771,Macroheterocera|Erebidae|Pangraptinae|Pangrapta costinotata,Female,Pangrapta costinotata_female__Fushan_26-V-2014_SWu_10_800,Macroheterocera,Erebidae,Pangrapta costinotata
2772,Macroheterocera|Erebidae|Pangraptinae|Pangrapta trilineata,Female,Pangrapta trilineata_female_Luanshan_22-VII-2010_SWu&WCChang_01_800,Macroheterocera,Erebidae,Pangrapta trilineata
2773,Macroheterocera|Erebidae|Pangraptinae|Pangrapta trilineata,Female,Pangrapta trilineata_female_Meifeng_20-VII-2015_16_1_1_800px,Macroheterocera,Erebidae,Pangrapta trilineata
2774,Macroheterocera|Erebidae|Boletobiinae|Panilla mila,Male,Panilla minor_male_Gangziliaoshan_14-VII-2015_SWu&WCChang_012_1_800,Macroheterocera,Erebidae,Panilla mila
2775,Macroheterocera|Noctuidae|Pantheinae|Panthea grisea,Male,Panthea grisea_male_MCE2750_24-VII-2015_SWu_09_1_800px,Macroheterocera,Noctuidae,Panthea grisea
2776,Macroheterocera|Geometridae|Ennominae|Parabapta unifasciata,Female,Parabapta obliqua_female_FBG_10-IV-2015_SWu&WCChang_59_1_1_800,Macroheterocera,Geometridae,Parabapta unifasciata
2777,Macroheterocera|Geometridae|Ennominae|Parabapta obliqua,Female,Parabapta obliqua_female_Yulao_1-III-2019_SWu_TFRI204963,Macroheterocera,Geometridae,Parabapta obliqua
2778,Macroheterocera|Erebidae|Herminiinae|Paracolax angulata,Female,Paracolax angulata_female_Chinma Tunnel_ESRI_01_800px,Macroheterocera,Erebidae,Paracolax angulata
2779,Macroheterocera|Erebidae|Herminiinae|Paracolax angulata,Male,Paracolax angulata_male_Ci'en_800px,Macroheterocera,Erebidae,Paracolax angulata
2780,Macroheterocera|Erebidae|Herminiinae|Paracolax bilineata,Female,Paracolax bilineata_female_Lushan_NSMT_800,Macroheterocera,Erebidae,Paracolax bilineata
2781,Macroheterocera|Erebidae|Herminiinae|Paracolax bilineata,Male,Paracolax bilineata_male_Lushan_NSMT_800,Macroheterocera,Erebidae,Paracolax bilineata
2782,Macroheterocera|Erebidae|Herminiinae|Paracolax bilineata,Male,Paracolax bilineata_male_TFRI_800px,Macroheterocera,Erebidae,Paracolax bilineata
2783,Macroheterocera|Erebidae|Herminiinae|Paracolax fentoni,Female,Paracolax fentoni_female_01_TFRI_800px,Macroheterocera,Erebidae,Paracolax fentoni
2784,Macroheterocera|Erebidae|Herminiinae|Paracolax fentoni,Female,Paracolax fentoni_female_Basienshan_01_TFRI_800px,Macroheterocera,Erebidae,Paracolax fentoni
2785,Macroheterocera|Erebidae|Herminiinae|Paracolax fentoni,Male,Paracolax fentoni_male_Basienshan_TFRI_800px,Macroheterocera,Erebidae,Paracolax fentoni
2786,Macroheterocera|Erebidae|Herminiinae|Paracolax geometroides,Male,Paracolax geometoides_TFRI_800px,Macroheterocera,Erebidae,Paracolax geometroides
