No.,,label,Family,ID_20210210,ID(ima),Note_2021,Note,Sex,leg,Altitude,Date,,https://docs.google.com/spreadsheets/d/1RHkhHfEt1v9-deuz8HKdCWCuM4Mm_BVllWvMIyoT8iw/edit#gid=698436074,Species,Sex,Dw(g),NOTE,N_W_length,N_B_length,疊,籤,檔案日期,影像問題,Note_Chiou_Specimen,Note_thermal,Hot,Cold,Before.jpg,Temp_min_bf,Temp_max_bf,Temp_avg_bf,After.jpg,Temp_min,Temp_max,Temp_avg,點測,,,,
CARS1522,3563,,Geometridae,CA_RSGEO174,,,,,,796,29-VII-2019,,,,,0.00278,,8.16,6.23,,,,,,,,,,,,,,,,,,,,,
CARS1521,3562,,Geometridae,CA_GEO11,,,,,,796,29-VII-2019,,,,,0.02045,,26.23,17.36,,,,,,,,,,,,,,,,,,,,,
CARS1520,3561,,Geometridae,CA_GEO44,,,,,,796,29-VII-2019,,,,,0.00224,,9.08,7.53,,,,,,,,,,,,,,,,,,,,,
CARS1519,3560,,Geometridae,CA_RSGEO87,,,,,,796,29-VII-2019,,,,,0.02465,,20.01,20.57,,,,,,,,,,,,,,,,,,,,,
CARS1517,3559,,Geometridae,CA_GEO85-3,,,,,,1956,30-VII-2019,,,,,0.01736,,17.2,13.86,,,,,,,,,,,,,,,,,,,,,
CARS1516,3558,,Geometridae,CA_GEO87,,,,,,1956,30-VII-2019,,,,,0.03181,,19.17,17.02,,,,,,,,,,,,,,,,,,,,,
CARS1513,3557,,Erebidae,CA_HER15,,,,,,1956,30-VII-2019,,,,,0.0023,Left wing,10.42,10,,,,,,,,,,,,,,,,,,,,,
CARS1512,3556,,Erebidae,CA_LIT38,,,,,,1956,30-VII-2019,,,,,0.00167,,8.19,7.41,,,,,,,,,,,,,,,,,,,,,
CARS1511,3555,,Erebidae,CA_LIT38,,,,,,1956,30-VII-2019,,,,,0.00101,,8.21,6.28,,,,,,,,,,,,,,,,,,,,,
CARS1510,3554,,Erebidae,CA_LIT38,,,,,,1956,30-VII-2019,,,,,0.00036,,7.9,6.8,,,,,,,,,,,,,,,,,,,,,
CARS1509,3553,,Erebidae,CA_HER15,,,,,,1956,30-VII-2019,,,,,0.006,,10.15,10.43,,,,,,,,,,,,,,,,,,,,,
CARS1508,3552,,Erebidae,CA_RSERE86,,,,,,1956,30-VII-2019,,,,,0.00459,,8.15,8.31,,,,,,,,,,,,,,,,,,,,,
CARS1507,3551,,,,,,,,,1956,30-VII-2019,,,,,0.00211,Left wing,6.95,7.62,,,,,,,,,,,,,,,,,,,,,
CARS1506,3550,,Erebidae,CA_RSHER15,,,,,,1956,30-VII-2019,,,,,0.00826,,11.28,11.53,,,,,,,,,,,,,,,,,,,,,
CARS1505,3549,,Erebidae,CA_RSLYM32,,,,,,1956,30-VII-2019,,,,,0.00425,,8.33,7.5,,,,,,,,,,,,,,,,,,,,,
CARS1504,3548,,Erebidae,CA_HER14-2,,,,,,1956,30-VII-2019,,,,,0.01281,,13.14,11.56,,,,,,,,,,,,,,,,,,,,,
CARS1503,3547,,Erebidae,CA_RSERE95,,,,,,1956,30-VII-2019,,,,,0.00158,Left wing,6.67,5.94,,,,,,,,,,,,,,,,,,,,,
CARS1502,3546,,Erebidae,CA_RSARC124,,,,,,1956,30-VII-2019,,,,,0.00185,,6.22,5.83,,,,,,,,,,,,,,,,,,,,,
CARS1501,3545,,Erebidae,CA_RSERE49,,,,,,1956,30-VII-2019,,,,,0.00472,,9.6,9.14,,,,,,,,,,,,,,,,,,,,,
CARS1500,3544,,Erebidae,CA_HER15,,,,,,1956,30-VII-2019,,,,,0.00656,,10.12,8.86,,,,,,,,,,,,,,,,,,,,,
CARS1499,3543,,Erebidae,CA_LYM-Euproctis-09,,,,,,1956,30-VII-2019,,,,,0.00279,,7.8,7.14,,,,,,,,,,,,,,,,,,,,,
CARS1498,3542,,Erebidae,CA_HER14-2,,,,,,1956,30-VII-2019,,,,,0.00943,,12,9.68,,,,,,,,,,,,,,,,,,,,,
CARS1497,3541,,Erebidae,CA_HER14,,,,,,1956,30-VII-2019,,,,,0.00823,,11.71,12,,,,,,,,,,,,,,,,,,,,,
CARS1496,3540,,Erebidae,CA_RSLYM22,,,,,,1956,30-VII-2019,,,,,0.00818,,11.57,10.86,,,,,,,,,,,,,,,,,,,,,
CARS1495,3539,,Nolidae,CA_NOL-trilineata,,,,,,1956,30-VII-2019,,,,,0.00425,,10.03,8.67,,,,,,,,,,,,,,,,,,,,,
CARS1494,3538,,Erebidae,CA_HER15,,,,,,1956,30-VII-2019,,,,,0.00739,,10.27,10.89,,,,,,,,,,,,,,,,,,,,,
CARS1493,3537,,Erebidae,CA_HER15,,,,,,1956,30-VII-2019,,,,,0.00891,,9.98,10.78,,,,,,,,,,,,,,,,,,,,,
CARS1492,3536,,Erebidae,CA_HER14-2,,,,,,1956,30-VII-2019,,,,,0.0055,,11.66,10.63,,,,,,,,,,,,,,,,,,,,,
CARS1491,3535,,Erebidae,CA_LYM07,,,,,,1956,30-VII-2019,,,,,0.0015,,10.08,6.23,,,,,,,,,,,,,,,,,,,,,
CARS1490,3534,,Thyatiridae,CA_RSTHY03,,,,,,140,1-VIII-2019,,,,,0.00404,Left wing,9.72,6.25,,,,,,,,,,,,,,,,,,,,,
CARS1489,3533,,Crambidae,CA_CRA122,,,,,,1066,,,,,,0.01647,,15.28,14.08,,,,,,,,,,,,,,,,,,,,,
CARS1488,3532,,Geometridae,CA_GEO80,,,,,,140,29-VII-2019,,,,,0.02103,,18.23,14.86,,,,,,,,,,,,,,,,,,,,,
CARS1487,3531,,Geometridae,CA_GEO80,,,,,,140,29-VII-2019,,,,,0.01571,,17.37,15.12,,,,,,,,,,,,,,,,,,,,,
CARS1486,3530,,Geometridae,CA_GEO55,,,,,,140,29-VII-2019,,,,,0.03148,Left wing,22.75,16.63,,,,,,,,,,,,,,,,,,,,,
CARS1485,3529,,Geometridae,CA_GEO19,,,,,,140,29-VII-2019,,,,,0.01542,,17.72,12.44,,,,,,,,,,,,,,,,,,,,,
CARS1484,3528,,Geometridae,CA_GEO14,,,,,,140,29-VII-2019,,,,,0.02986,,24.96,17.64,,,,,,,,,,,,,,,,,,,,,
CARS1483,3527,,Geometridae,CA_GEO80,,,,,,140,29-VII-2019,,,,,0.0141,,16.59,12.78,,,,,,,,,,,,,,,,,,,,,
CARS1482,3526,,Geometridae,CA_GEO04,,,,,,140,29-VII-2019,,,,,0.01709,,16.03,13.24,,,,,,,,,,,,,,,,,,,,,
CARS1481,,,,,,,,,,,,,,,,,,16.06,14.32,,,,,,,,,,,,,,,,,,,,,
CARS1480,,,,,,,,,,,,,,,,,,14.89,14.09,,,,,,,,,,,,,,,,,,,,,
CARS1479,3525,,Erebidae,CA_LYM-Euproctis-05,,,,,,140,29-VII-2019,,,,,0.02438,,18.89,11.38,,,,,,,,,,,,,,,,,,,,,
CARS1478,3524,,Noctuidae,CA_RSNOC11,,,,,,140,30-VII-2019,,,,,0.07608,,19.58,20.07,,,,,,,,,,,,,,,,,,,,,
CARS1477,3523,,Erebidae,CA_LIT01,,,,,,140,29-VII-2019,,,,,0.08658,,21.18,17.62,,,,,,,,,,,,,,,,,,,,,
CARS1476,3522,,Nolidae,CA_RSNOL13,,,,,,140,29-VII-2019,,,,,0.0675,,17.78,19.32,,,,,,,,,,,,,,,,,,,,,
CARS1475,3521,,Nolidae,CA_RSNOL14,,,,,,140,29-VII-2019,,,,,0.05492,,15.86,17.48,,,,,,,,,,,,,,,,,,,,,
CARS1474,3520,,Geometridae,CA_GEO46,,,,,,140,,,,,,0.02796,,18.16,14.22,,,,,,,,,,,,,,,,,,,,,
CARS1473,3519,,Erebidae,CA_LIT03,,,,,,140,29-VII-2019,,,,,0.02784,,18.51,13.71,,,,,,,,,,,,,,,,,,,,,
CARS1468,3518,,Crambidae,CA_RSCRA163,,,,,,1374,,,,,,0.00097,Abdomen missing,6.96,,,,,,,,,,,,,,,,,,,,,,
CARS1467,3517,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00369,,8.35,10.08,,,,,,,,,,,,,,,,,,,,,
CARS1466,3516,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00435,,8.64,8.85,,,,,,,,,,,,,,,,,,,,,
CARS1465,3515,,Pyralidae,CA_RSPYR59,,,,,,1374,,,,,,0.00177,,6.65,5.77,,,,,,,,,,,,,,,,,,,,,
CARS1464,3514,,Pyralidae,CA_RSPYR43,,,,,,1374,,,,,,0.0028,,9.09,10.17,,,,,,,,,,,,,,,,,,,,,
CARS1463,3513,,Erebidae,CA_RSERE42,,,,,,1374,,,,,,0.00288,both wings damaged,,6.91,,,,,,,,,,,,,,,,,,,,,
CARS1462,3512,,Pyralidae,CA_RSPYR58,,,,,,1374,,,,,,0.00309,,7.39,6.66,,,,,,,,,,,,,,,,,,,,,
CARS1461,3511,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00767,,10.81,9.19,,,,,,,,,,,,,,,,,,,,,
CARS1460,3510,,Pyralidae,CA_RSPYR20,,,,,,1374,,,,,,0.00271,,10.18,8.49,,,,,,,,,,,,,,,,,,,,,
CARS1459,3509,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00453,,9.15,10.06,,,,,,,,,,,,,,,,,,,,,
CARS1458,3508,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00318,,9.55,10.8,,,,,,,,,,,,,,,,,,,,,
CARS1457,3507,,Geometridae,CA_GEO149,,,,,,1374,,,,,,0.00212,,8.25,7.67,,,,,,,,,,,,,,,,,,,,,
CARS1456,3506,,Pyralidae,CA_RSPYR57,,,,,,1374,,,,,,0.0045,,8.49,8.88,,,,,,,,,,,,,,,,,,,,,
CARS1455,3505,,Pyralidae,CA_RSPYR20,,,,,,1374,,,,,,0.00736,,10.43,9.14,,,,,,,,,,,,,,,,,,,,,
CARS1454,3504,,Erebidae,CA_RSERE60,,,,,,1374,,,,,,0.00374,,9.72,8.54,,,,,,,,,,,,,,,,,,,,,
CARS1453,3503,,Erebidae,CA_RSERE60,,,,,,1374,,,,,,0.00345,,8.94,8.43,,,,,,,,,,,,,,,,,,,,,
CARS1452,3502,,Pyralidae,CA_RSPYR56,,,,,,1374,,,,,,0.00192,Abdomen missing,7.96,,,,,,,,,,,,,,,,,,,,,,
CARS1451,3501,,Pyralidae,CA_RSPYR36,,,,,,1374,,,,,,0.00465,,8.17,8.46,,,,,,,,,,,,,,,,,,,,,
CARS1450,3500,,Crambidae,CA_RSCRA62,,,,,,1374,,,,,,0.00423,,8.47,9.61,,,,,,,,,,,,,,,,,,,,,
CARS1449,3499,,Pyralidae,CA_RSPYR55,,,,,,1374,,,,,,0.0018,,6.14,6.58,,,,,,,,,,,,,,,,,,,,,
CARS1448,3498,,Crambidae,CA_CRA130,,,,,,1374,,,,,,0.00608,,10.93,12.32,,,,,,,,,,,,,,,,,,,,,
CARS1447,3497,,Geometridae,CA_GEO-Larentiinae-2021,,,,,,1374,,,,,,0.00314,,7.85,7.65,,,,,,,,,,,,,,,,,,,,,
CARS1446,3496,,Pyralidae,CA_PYR40,,,,,,1374,,,,,,0.0023,,8.69,8.91,,,,,,,,,,,,,,,,,,,,,
CARS1445,3495,,Erebidae,CA_RSERE60,,,,,,1374,,,,,,0.00518,,8.95,8.47,,,,,,,,,,,,,,,,,,,,,
CARS1443,3494,,Crambidae,CA_RSCRA141,,,,,,1374,,,,,,0.00132,,7.16,7.63,,,,,,,,,,,,,,,,,,,,,
CARS1442,3493,,Pyralidae,CA_RSPYR02,,,,,,1374,,,,,,0.0147,,11.98,12.61,,,,,,,,,,,,,,,,,,,,,
CARS1441,3492,,Geometridae,CA_RSGEO168,,,,,,1374,29-VII-2019,,,,,0.00278,,7.76,6.56,,,,,,,,,,,,,,,,,,,,,
CARS1440,3491,,Erebidae,CA_RSERE60,,,,,,1374,29-VII-2019,,,,,0.00491,,8.76,8.63,,,,,,,,,,,,,,,,,,,,,
CARS1439,3490,,Geometridae,CA_RSGEO110,,,,,,1374,29-VII-2019,,,,,0.01538,,16.86,13.52,,,,,,,,,,,,,,,,,,,,,
CARS1438,3489,,Erebidae,CA_LIT08-2,,,,,,1374,29-VII-2019,,,,,0.00708,,13.52,10.52,,,,,,,,,,,,,,,,,,,,,
CARS1437,3488,,Noctuidae,CA_RSNOCPlusiinae03,,,,,,1374,29-VII-2019,,,,,0.02903,,15.37,18.61,,,,,,,,,,,,,,,,,,,,,
CARS1436,3487,,Erebidae,CA_LYM17,,,,,,1374,29-VII-2019,,,,,0.01738,,14.47,10.31,,,,,,,,,,,,,,,,,,,,,
CARS1435,3486,,Erebidae,CA_RSLYM41,,,,,,1374,29-VII-2019,,,,,0.04637,,19.25,15.86,,,,,,,,,,,,,,,,,,,,,
CARS1434,3485,,Erebidae,CA_RSERE04,,,,,,1374,29-VII-2019,,,,,0.0488,,20.72,19.4,,,,,,,,,,,,,,,,,,,,,
CARS1433,3484,,Nolidae,CA_RSNOL03,,,,,,1374,29-VII-2019,,,,,0.02858,,11.68,13.43,,,,,,,,,,,,,,,,,,,,,
CARS1432,3483,,Nolidae,CA_RSNOL87,,,,,,1374,29-VII-2019,,,,,0.00094,,6.16,5.07,,,,,,,,,,,,,,,,,,,,,
CARS1431,3482,,Erebidae,CA_RSERE60,,,,,,1374,29-VII-2019,,,,,0.00388,,9.52,8.86,,,,,,,,,,,,,,,,,,,,,
CARS1430,3481,,Nolidae,CA_RSNOL86,,,,,,1374,29-VII-2019,,,,,0.00376,,6.7,5.85,,,,,,,,,,,,,,,,,,,,,
CARS1429,3480,,Noctuidae,CA_RSNOC22,,,,,,1374,29-VII-2019,,,,,0.01162,,11.41,11.81,,,,,,,,,,,,,,,,,,,,,
CARS1428,3479,,Erebidae,CA_LIT12,,,,,,1374,29-VII-2019,,,,,0.00431,,10.17,7.95,,,,,,,,,,,,,,,,,,,,,
CARS1427,3478,,Erebidae,CA_RSERE111,,,,,,1374,29-VII-2019,,,,,0.00437,,7.88,7.07,,,,,,,,,,,,,,,,,,,,,
CARS1426,3477,,Nolidae,CA_NOL09,,,,,,1374,29-VII-2019,,,,,0.00631,,9.34,7.96,,,,,,,,,,,,,,,,,,,,,
CARS1425,3476,,Nolidae,CA_RSNOL64,,,,,,1374,29-VII-2019,,,,,0.00603,,7.79,6.92,,,,,,,,,,,,,,,,,,,,,
CARS1424,3475,,Nolidae,CA_RSNOL85,,,,,,1374,29-VII-2019,,,,,0.00409,,7.36,7.48,,,,,,,,,,,,,,,,,,,,,
CARS1423,3474,,Erebidae,CA_RSARC123,,,,,,1374,29-VII-2019,,,,,0.00587,,10.45,8.87,,,,,,,,,,,,,,,,,,,,,
CARS1422,3473,,Erebidae,CA_LIT08,,,,,,1374,29-VII-2019,,,,,0.01243,,12.76,9.27,,,,,,,,,,,,,,,,,,,,,
CARS1421,3472,,Erebidae,CA_RSERE60,,,,,,1374,29-VII-2019,,,,,0.00625,,8.66,8,,,,,,,,,,,,,,,,,,,,,
CARS1420,3471,,Erebidae,CA_AMATA01,,,,,,1374,29-VII-2019,,,,,0.0118,Both wings damaged,,13.74,,,,,,,,,,,,,,,,,,,,,
CARS1419,3470,,Erebidae,CA_LIT06,,,,,,1374,29-VII-2019,,,,,0.01846,,14.14,13.03,,,,,,,,,,,,,,,,,,,,,
CARS1418,3469,,Nolidae,CA_RSNOL21,,,,,,1374,29-VII-2019,,,,,0.01827,,12.7,13.2,,,,,,,,,,,,,,,,,,,,,
CARS1417,3468,,Erebidae,CA_RSERE60,,,,,,1374,29-VII-2019,,,,,0.00526,,9.05,8.87,,,,,,,,,,,,,,,,,,,,,
CARS1416,3467,,Euteliidae,CA_EUT07,,,,,,1374,29-VII-2019,,,,,0.00853,,11.98,10.85,,,,,,,,,,,,,,,,,,,,,
CARS1415,3466,,Erebidae,CA_LIT08,,,,,,1374,29-VII-2019,,,,,0.00726,,11.98,9.48,,,,,,,,,,,,,,,,,,,,,
CARS1414,3465,,Erebidae,CA_LIT08-2,,,,,,1374,29-VII-2019,,,,,0.01006,,12.8,10.58,,,,,,,,,,,,,,,,,,,,,
CARS1413,3464,,Erebidae,CA_LIT06,,,,,,1374,29-VII-2019,,,,,0.02018,,14.5,13.31,,,,,,,,,,,,,,,,,,,,,
CARS1412,3463,,Noctuidae,CA_NOC08,,,,,,1374,29-VII-2019,,,,,0.04775,,15.54,17.45,,,,,,,,,,,,,,,,,,,,,
CARS1411,3462,,Erebidae,CA_LIT06,,,,,,1374,29-VII-2019,,,,,0.0276,,14.79,14.46,,,,,,,,,,,,,,,,,,,,,
CARS1410,3461,,Notodontidae,CA_NOT16,,,,,,1374,29-VII-2019,,,,,0.06668,,19.99,21.49,,,,,,,,,,,,,,,,,,,,,
CARS1409,3460,,Pyralidae,CA_RSPYR01,,,,,,1374,29-VII-2019,,,,,0.1017,,24.7,22.45,,,,,,,,,,,,,,,,,,,,,
CARS1408,3459,,Erebidae,CA_LYM11,,,,,,1374,29-VII-2019,,,,,0.07123,,22.04,17.28,,,,,,,,,,,,,,,,,,,,,
CARS1407,3458,,Noctuidae,CA_RSNOCPlusiinae03,,,,,,1374,29-VII-2019,,,,,0.05744,,17.72,19.37,,,,,,,,,,,,,,,,,,,,,
CARS1406,3457,,Euteliidae,CA_EUT06,,,,,,1374,29-VII-2019,,,,,0.05425,,19.43,19.62,,,,,,,,,,,,,,,,,,,,,
CARS1405,3456,,Noctuidae,CA_RSNOC06,,,,,,1374,29-VII-2019,,,,,0.0177,,12.31,13.58,,,,,,,,,,,,,,,,,,,,,
CARS1404,3455,,Nolidae,CA_RSNOL18,,,,,,1374,29-VII-2019,,,,,0.029,,13.54,14.18,,,,,,,,,,,,,,,,,,,,,
CARS1403,3454,,Erebidae,CA_ERE37,,,,,,1374,29-VII-2019,,,,,0.03188,,19.25,19.1,,,,,,,,,,,,,,,,,,,,,
CARS1402,3453,,Erebidae,CA_RSERE60,,,,,,1374,29-VII-2019,,,,,0.00662,,10.02,9.47,,,,,,,,,,,,,,,,,,,,,
CARS1401,3452,,Erebidae,CA_RSERE60,,,,,,1374,29-VII-2019,,,,,0.00574,,8.87,8.56,,,,,,,,,,,,,,,,,,,,,
CARS1400,3451,,Erebidae,CA_RSLYM28,,,,,,1374,29-VII-2019,,,,,0.00765,,13.42,11.82,,,,,,,,,,,,,,,,,,,,,
CARS1399,3450,,Erebidae,CA_ERE36,,,,,,1374,29-VII-2019,,,,,0.04231,,22.57,23.36,,,,,,,,,,,,,,,,,,,,,
CARS1398,3449,,Noctuidae,CA_NOC18,,,,,,1374,29-VII-2019,,,,,0.02589,,14.76,14.39,,,,,,,,,,,,,,,,,,,,,
CARS1397,3448,,Erebidae,CA_ARC01,,,,,,1374,29-VII-2019,,,,,0.08312,,22.12,20.12,,,,,,,,,,,,,,,,,,,,,
CARS1396,3447,,Erebidae,CA_ARC06,,,,,,1374,29-VII-2019,,,,,0.05141,,22.41,19.78,,,,,,,,,,,,,,,,,,,,,
CARS1395,3446,,Notodontidae,CA_NOT04,,,,,,1374,29-VII-2019,,,,,0.0907,,21.02,25.82,,,,,,,,,,,,,,,,,,,,,
CARS1394,3445,,Nolidae,CA_RSNOL16,,,,,,1374,29-VII-2019,,,,,0.05227,,16.97,18.57,,,,,,,,,,,,,,,,,,,,,
CARS1393,3444,,Erebidae,CA_LIT84,,,,,,1374,29-VII-2019,,,,,0.05808,,20.86,18.2,,,,,,,,,,,,,,,,,,,,,
CARS1392,3443,,Erebidae,CA_LIT01,,,,,,1374,29-VII-2019,,,,,0.06562,,20.62,19.51,,,,,,,,,,,,,,,,,,,,,
CARS1391,3442,,Erebidae,CA_RSERE05,,,,,,1374,29-VII-2019,,,,,0.04676,,19.77,17.34,,,,,,,,,,,,,,,,,,,,,
CARS1390,3441,,Noctuidae,CA_NOC15,,,,,,1374,29-VII-2019,,,,,0.1067,,15.17,18.82,,,,,,,,,,,,,,,,,,,,,
CARS1389,3440,,Erebidae,CA_RSERE54,,,,,,1374,29-VII-2019,,,,,0.04077,,18.62,19.72,,,,,,,,,,,,,,,,,,,,,
CARS1388,3439,,Erebidae,CA_LIT41,,,,,,1374,29-VII-2019,,,,,0.04692,,17.14,18.42,,,,,,,,,,,,,,,,,,,,,
CARS1387,3438,,Notodontidae,CA_NOT16,,,,,,1374,29-VII-2019,,,,,0.07589,,20.34,21.85,,,,,,,,,,,,,,,,,,,,,
CARS1386,3437,,Erebidae,CA_RSARC04,,,,,,1374,29-VII-2019,,,,,0.06773,,27.13,19.34,,,,,,,,,,,,,,,,,,,,,
CARS1385,3436,,Pyralidae,CA_RSPYR54,,,,,,1374,,,,,,0.00152,,7.1,7.96,,,,,,,,,,,,,,,,,,,,,
CARS1384,3435,,Erebidae,CA_ERE51,,,,,,1374,,,,,,0.00352,,8.26,7.42,,,,,,,,,,,,,,,,,,,,,
CARS1383,3434,,Geometridae,CA_RSGEO148,,,,,,1374,,,,,,0.00307,,9.13,8.04,,,,,,,,,,,,,,,,,,,,,
CARS1382,3433,,Pyralidae,CA_PYR40,,,,,,1374,,,,,,0.00354,,8.29,7.79,,,,,,,,,,,,,,,,,,,,,
CARS1381,3432,,Pyralidae,CA_RSPYR53,,,,,,1374,,,,,,0.00689,,9.33,9.72,,,,,,,,,,,,,,,,,,,,,
CARS1380,3431,,Crambidae,CA_RSCRA222,,,,,,1374,,,,,,0.0105,,14.18,14.15,,,,,,,,,,,,,,,,,,,,,
CARS1379,3430,,Crambidae,CA_CRA68,,,,,,1374,,,,,,0.00344,,10.16,10.55,,,,,,,,,,,,,,,,,,,,,
CARS1378,3429,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.0023,Abdomen missing,9.03,,,,,,,,,,,,,,,,,,,,,,
CARS1377,3428,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00443,Abdomen missing,9.51,,,,,,,,,,,,,,,,,,,,,,
CARS1376,3427,,Pyralidae,CA_PYR31,,,,,,1374,,,,,,0.00486,,8.86,9.7,,,,,,,,,,,,,,,,,,,,,
CARS1375,3426,,Pyralidae,CA_RSPYR20,,,,,,1374,,,,,,0.00535,,10.67,8.1,,,,,,,,,,,,,,,,,,,,,
CARS1374,3425,,Pyralidae,CA_PYR29,,,,,,1374,,,,,,0.00417,,8.26,9.69,,,,,,,,,,,,,,,,,,,,,
CARS1373,3424,,Geometridae,CA_RSGEO64,,,,,,1374,29-VII-2019,,,,,0.01466,,19.46,13.74,,,,,,,,,,,,,,,,,,,,,
CARS1372,3423,,Geometridae,CA_RSGEO79,,,,,,1374,29-VII-2019,,,,,0.09121,,32.89,26.36,,,,,,,,,,,,,,,,,,,,,
CARS1371,3422,,Geometridae,CA_GEO99-2,,,,,,1374,29-VII-2019,,,,,0.00615,,16.24,12.29,,,,,,,,,,,,,,,,,,,,,
CARS1370,3421,,Geometridae,CA_RSGEO126,,,,,,1374,29-VII-2019,,,,,0.00455,,9.03,6.45,,,,,,,,,,,,,,,,,,,,,
CARS1369,3420,,Geometridae,CA_GEO80,,,,,,1374,29-VII-2019,,,,,0.02258,,19.42,17.08,,,,,,,,,,,,,,,,,,,,,
CARS1368,3419,,Geometridae,CA_GEO50,,,,,,1374,29-VII-2019,,,,,0.0124,,15.28,11.36,,,,,,,,,,,,,,,,,,,,,
CARS1367,3418,,Geometridae,CA_GEO108,,,,,,1374,29-VII-2019,,,,,0.00476,Left wing,12.63,8.82,,,,,,,,,,,,,,,,,,,,,
CARS1366,3417,,Uraniidae,CA_URA04,,,,,,1374,29-VII-2019,,,,,0.00522,,10.45,6.79,,,,,,,,,,,,,,,,,,,,,
CARS1365,3416,,Geometridae,CA_GEO50,,,,,,1374,29-VII-2019,,,,,0.01506,,15.14,11.1,,,,,,,,,,,,,,,,,,,,,
CARS1364,3415,,Geometridae,CA_GEO50,,,,,,1374,29-VII-2019,,,,,0.01167,,15.12,11.62,,,,,,,,,,,,,,,,,,,,,
CARS1363,3414,,Geometridae,CA_GEO50,,,,,,1374,29-VII-2019,,,,,0.01426,,14.99,11.05,,,,,,,,,,,,,,,,,,,,,
CARS1362,3413,,Geometridae,CA_RSGEO85,,,,,,1374,29-VII-2019,,,,,0.02011,,15.07,15.86,,,,,,,,,,,,,,,,,,,,,
CARS1361,3412,,Geometridae,CA_GEO80,,,,,,1374,29-VII-2019,,,,,0.01308,,14.97,11.28,,,,,,,,,,,,,,,,,,,,,
CARS1360,3411,,Geometridae,CA_GEO14,,,,,,1374,29-VII-2019,,,,,0.03127,,23.21,17.88,,,,,,,,,,,,,,,,,,,,,
CARS1359,3410,,Erebidae,CA_LIT06,,,,,,1374,30-VII-2019,,,,,0.02156,,14.69,13.86,,,,,,,,,,,,,,,,,,,,,
CARS1358,3409,,Erebidae,CA_LIT06,,,,,,1374,30-VII-2019,,,,,0.01689,,14.6,13.43,,,,,,,,,,,,,,,,,,,,,
CARS1357,3408,,Erebidae,CA_RSERE16,,,,,,1374,30-VII-2019,,,,,0.02176,,19.16,15.29,,,,,,,,,,,,,,,,,,,,,
CARS1356,3407,,Erebidae,CA_RSERE19,,,,,,1374,30-VII-2019,,,,,0.01077,,12.67,10.82,,,,,,,,,,,,,,,,,,,,,
CARS1355,3406,,Noctuidae,CA_NOC18,,,,,,1374,30-VII-2019,,,,,0.02193,,13.57,14.51,,,,,,,,,,,,,,,,,,,,,
CARS1354,3405,,Noctuidae,CA_NOC18,,,,,,1374,30-VII-2019,,,,,0.04125,,14.13,14.93,,,,,,,,,,,,,,,,,,,,,
CARS1353,3404,,Erebidae,CA_RSERE53,,,,,,1374,30-VII-2019,,,,,0.03042,,17.75,16.46,,,,,,,,,,,,,,,,,,,,,
CARS1352,3403,,Erebidae,CA_RSLYM43,,,,,,1374,30-VII-2019,,,,,0.0339,,16.79,15.24,,,,,,,,,,,,,,,,,,,,,
CARS1351,3402,,Erebidae,CA_LIT38,,,,,,1374,30-VII-2019,,,,,0.00355,,9.49,7.71,,,,,,,,,,,,,,,,,,,,,
CARS1350,3401,,Erebidae,CA_RSERE60,,,,,,1374,30-VII-2019,,,,,0.00622,,9.11,8.89,,,,,,,,,,,,,,,,,,,,,
CARS1349,3400,,Erebidae,CA_RSERE78,,,,,,1374,30-VII-2019,,,,,0.00641,,9.39,7.83,,,,,,,,,,,,,,,,,,,,,
CARS1348,3399,,Pyralidae,CA_RSPYR75,,,,,,1374,30-VII-2019,,,,,0.00264,,7.73,6.48,,,,,,,,,,,,,,,,,,,,,
CARS1347,3398,,Nolidae,CA_RSNOL26,,,,,,1374,30-VII-2019,,,,,0.007,,9.13,8.56,,,,,,,,,,,,,,,,,,,,,
CARS1346,3397,,Erebidae,CA_RSERE60,,,,,,1374,30-VII-2019,,,,,0.00659,,9.53,9.11,,,,,,,,,,,,,,,,,,,,,
CARS1345,3396,,Noctuidae,CA_RSNOC06,,,,,,1374,30-VII-2019,,,,,0.0179,,12.3,13.02,,,,,,,,,,,,,,,,,,,,,
CARS1344,3395,,Noctuidae,CA_RSNOC06,,,,,,1374,30-VII-2019,,,,,0.03247,,13.09,14.3,,,,,,,,,,,,,,,,,,,,,
CARS1343,3394,,Erebidae,CA_LIT42,,,,,,1374,30-VII-2019,,,,,0.01346,,12.26,12.66,,,,,,,,,,,,,,,,,,,,,
CARS1342,3393,,Erebidae,CA_LIT46,,,,,,1374,30-VII-2019,,,,,0.01178,,12.57,9.85,,,,,,,,,,,,,,,,,,,,,
CARS1341,3392,,Erebidae,CA_LIT42,,,,,,1374,30-VII-2019,,,,,0.01267,,13.25,10.48,,,,,,,,,,,,,,,,,,,,,
CARS1340,3391,,Erebidae,CA_LIT46,,,,,,1374,30-VII-2019,,,,,0.00618,,10.64,8.75,,,,,,,,,,,,,,,,,,,,,
